"","x"
"Juniperus_phoenicea",0.841
"Juniperus_virginiana",1.64
"Kadua_centranthoides",1.27
"Kalmia_angustifolia",1.22
"Kalmia_latifolia",1.15
"Kalmia_polifolia",1.3
"Kickxia_spuria",2.14997589637652
"Kielmeyera_coriacea",1.09
"Kigelia_pinnata",1.69
"Kiggelaria_africana",3.49579747697146
"Knautia_arvensis",2.15
"Koeleria_micrathera",1.55255705257488
"Laburnum_anagyroides",3.40666666666667
"Lachemilla_orbiculata",1.15
"Lachemilla_verticillata",2.9
"Lagerstroemia_parviflora",1.35
"Lagerstroemia_speciosa",2.03
"Lagotis_kunawurensis",3.59605109388475
"Lambertia_formosa",0.604199399554661
"Lannea_coromandelica",1.62
"Larix_decidua",2.04601008599026
"Larix_laricina",1.35292276202302
"Larrea_tridentata",2.15546072569184
"Lasiocephalus_ovatus",1.5188153278131
"Lasiopetalum_ferrugineum",1.15795183923823
"Lathyrus_pratensis",4.86197513228132
"Lathyrus_vernus",4.5
"Laureliopsis_philippiana",1.50399468084166
"Laurocerasus_ilicifolia",1.90818697951357
"Laurus_azorica",1.257
"Lavandula_dentata",2.46
"Lavandula_latifolia",1.82882568256245
"Lavandula_stoechas",1.57
"Ledum_palustre",1.42
"Leontodon_hispidus",2.51793566240283
"Lepechinia_calycina",2.30836272501511
"Lepidium_ruderale",4.02
"Lepidosperma_carphoides",0.57
"Lepidosperma_laterale",0.57706152185014
"Lepidosperma_semiteres",0.55
"Lepidothamnus_laxifolius",1.01923570577838
"Leptaulus_daphnoides",1.65
"Leptospermum_myrsinoides",1.08
"Leptospermum_polygalifolium",1.30534189004801
"Leptospermum_trinervium",0.85357822218148
"Lespedeza_capitata",2.44363266828302
"Leucadendron_arcuatum",0.442651935820896
"Leucadendron_brunioides",0.585819611496531
"Leucadendron_coniferum",0.783305518326693
"Leucadendron_foedum",0.701173716174125
"Leucadendron_lanigerum",0.446833025273632
"Leucadendron_laureolum",0.635272678198376
"Leucadendron_pubescens",0.547271896636461
"Leucadendron_salignum",0.608767432343023
"Leucadendron_xanthoconus",0.71616141621257
"Leucanthemopsis_alpina",2.36
"Leucanthemum_vulgare",2.19
"Leucopogon_conostephioides",1.107
"Leucospermum_conocarpodendron",0.682504528896093
"Leucospermum_cordifolium",0.675775927857887
"Leucospermum_hypophyllocarpodendron",0.511603869950249
"Leucothoe_racemosa",0.98
"Liatris_aspera",1.63
"Librevillea_klainei",1.55
"Licania_heteromorpha",1.3
"Ligusticum_huteri",4.15
"Ligusticum_mutellina",3.62
"Ligustrum_vulgare",1.57666666666667
"Lilium_martagon",3.76
"Limonium_migjornense",2.47
"Linaria_alpina",2.38
"Linnaea_borealis",1.13
"Liquidambar_styraciflua",1.20467672012038
"Liriodendron_tulipifera",1.90499381304583
"Litchi_chinensis",1.42
"Lithocarpus_havilandii",1.21749311087671
"Livistona_humilis",1.40530245854763
"Loiseleuria_procumbens",0.876834789392747
"Lolium_rigidum",2.48
"Lomatia_hirsuta",0.84
"Lomatia_silaifolia",0.619010395253843
"Lonchocarpus_dipteroneurus",4.07867526
"Lonchocarpus_guatemalensis",2.476
"Lonicera_bella",1.9
"Lonicera_etrusca",1.8213
"Lonicera_periclymenum",2.25833333333333
"Lophira_alata",1.74
"Lophostemon_lactifluus",0.96
"Loricaria_ilinissae",1.07
"Lotus_corniculatus",3.06819
"Luehea_seemannii",2.30620901047585
"Luma_apiculata",1.11982141433355
"Lunania_mexicana",1.499
"Lupinus_arcticus",1.8
"Lupinus_kunthii",3.91
"Lupinus_perennis",3.41949580419395
"Lupinus_polyphyllus",2.98
"Luzula_alpinopilosa",2.98
"Luzula_arctica",1.49
"Luzula_gigantea",1.55
"Luzula_multiflora",2.29763556270336
"Luzula_racemosa",1.24
"Lycopodium_annotinum",0.85805
"Lyginia_barbata",0.714
"Lyonia_lucida",0.802496105909555
"Lysiphyllum_cunninghamii",1.70593371674834
"Macairea_rufescens",0.781
"Macaranga_lowii",1.549
"Macaranga_triloba",3.2713437315601
"Machaerina_mariscoides",0.69
"Machilus_thunbergii",1.6
"Macrocnemum_roseum",2.35
"Macrozamia_communis",1.34528005675987
"Macrozamia_riedlei",1.729
"Madhuca_indica",1.77
"Maesa_japonica",1.10373403107369
"Magnolia_fraseri",2.29
"Magnolia_grandiflora",1.34
"Magnolia_nilagirica",1.83
"Magnolia_schiedeana",2.1
"Maianthemum_bifolium",2.49
"Mallotus_nesophilus",2.24
"Mallotus_philippensis",2.49
"Malus_sylvestris",2.17333333333333
"Malva_linnaei",5.04
"Mammea_africana",1.38
"Mangifera_foetida",1.225
"Mangifera_indica",1.68
"Manihot_esculenta",3.98
"Manilkara_hexandra",1.62
"Manilkara_kauki",1.67
"Mansoa_verrucifera",2.71408725
"Markhamia_lutea",2.85
"Matayba_sylvatica",2.57
"Matteuccia_struthiopteris",3.29000794653203
"Maytenus_acuminata",1.596
"Maytenus_canariensis",1.555986
"Maytenus_magellanica",1
"Maytenus_oleoides",1.30649531189362
"Medicago_minima",4.25647827564056
"Melaleuca_leucadendra",1.05
"Melaleuca_systena",0.85
"Melaleuca_uncinata",1.22405717709734
"Melaleuca_viridiflora",0.685346627627218
"Melampyrum_pratense",3.31
"Melampyrum_sylvaticum",1.86055695688429
"Melica_ciliata",2.705
"Metrosideros_polymorpha",0.809701449413601
"Miconia_albicans",1.46
"Miconia_argentea",1.67
"Miconia_dispar",1.59
"Miconia_ligustroides",1.54
"Micrandra_sprucei",1.08
"Micromyrtus_sessilis",1.51
"Micropholis_maguirei",0.8
"Millettia_dura",4.28
"Mimetes_cucullatus",0.493634034507321
"Mimetes_fimbriifolius",0.691388093359762
"Mimulus_aurantiacus",1.1561122421921
"Mimusops_obovata",2.502
"Minasia_alpestris",2.31
"Mitragyna_parvifolia",1.96
"Monanthotaxis_caffra",3.782
"Moneses_uniflora",2.04
"Monocarpia_marginalis",3.586
"Morella_faya",2.077
"Morisonia_americana",2.61891732
"Mortoniodendron_guatemalense",1.514
"Morus_alba",2.03
"Mouriri_uncitheca",0.439
"Myoporum_sandwicense",1.29
"Myosotis_palustris",2.18
"Myrceugenia_planipes",1.06770782520313
"Myriocarpa_longipes",1.446
"Myrsine_nummularia",1.05337419376118
"Myrtus_communis",1.5
"Nectandra_ambigens",1.69
"Neea_obovata",1.84
"Nemopanthes_mucronata",1.62
"Neolamarckia_cadamba",1.75
"Neolitsea_sericea",1.33614831048947
"Neopicrorhiza_scrophulariiflora",3.87880833185212
"Neottianthe_cucullata",3.8111875048268
"Nerium_oleander",1.39
"Niphogeton_dissecta",2.81
"Nothofagus_antarctica",2.4163
"Nothofagus_betuloides",1.23302230312351
"Nothofagus_dombeyi",1.49388754596857
"Nothofagus_menziesii",1.33958016
"Nothofagus_nitida",1.16
"Nothofagus_pumilio",2.237
"Nototriche_phyllanthos",2.48
"Nuytsia_floribunda",0.761
"Nyctanthes_arbor-tristis",1.7
"Nyssa_sylvatica",1.84
"Ochroma_pyramidale",2.23
"Ocotea_bullata",2.39
"Ocotea_costulata",1.5
"Ocotea_esmeraldana",0.795
"Ocotea_foetens",2.0975
"Olea_capensis",1.26168634203232
"Olea_europaea",1.53608654492818
"Olea_woodiana",1.354
"Olearia_decurrens",1.71849027103174
"Olearia_moschata",1.55920787595741
"Olearia_nummulariifolia",1.07218148584052
"Olearia_pimeleoides",2.39031588099795
"Olearia_virgata",1.99670292975443
"Olinia_ventosa",2.89890876020616
"Omphalea_oleifera",2.531
"Onobrychis_arenaria",2.81
"Oreomyrrhis_andicola",1.9
"Oreopanax_xalapensis",1.9
"Origanum_vulgare",1.78
"Orthilia_secunda",1.67237607911618
"Orthion_oblanceolatum",1.591
"Ostrya_virginiana",2.2
"Ovidia_pillopillo",2.14
"Oxydendrum_arboreum",1.86
"Oxyria_digyna",4.07914504144532
"Oxytropis_czukotica",3.48
"Oxytropis_maydelliana",4.56
"Ozothamnus_leptophyllus",1.08800859220764
"Pachira_humilis",0.78
"Paeonia_cambessedesii",1.74
"Pancovia_golungensis",2.046
"Pancovia_turbinata",2.25
"Panicum_capillare",1.78
"Panicum_virgatum",1.61
"Parageum_montanum",2.47
"Paranomus_bracteolaris",0.838010984836472
"Parashorea_malaanonan",1.90412591296738
"Parinari_excelsa",1.86
"Patersonia_occidentalis",0.863
"Pedicularis_aspleniifolia",2.815
"Pedicularis_hirsuta",2.7655
"Pedicularis_lapponica",2.65893966122845
"Pedicularis_sceptrum-carolinum",1.85642152663922
"Penstemon_grandiflorus",2.11
"Pereskia_guamacho",2.376
"Persea_borbonia",1.64
"Persea_indica",1.53
"Persea_lingue",1.01
"Persicaria_amplexicaulis",3.81527025641026
"Persicaria_bistorta",2.28015444718109
"Persicaria_bungeana",2.77
"Persicaria_campanulata",4.28180104530981
"Persicaria_vivipara",3.68432094205255
"Persoonia_falcata",0.727
"Persoonia_levis",0.5906089110184
"Persoonia_linearis",0.766100038467409
"Persoonia_saccata",0.711
"Petalostemon_purpureus",2.43
"Petalostemon_villosus",2.439729815041
"Petalostigma_quadriloculare",0.688
"Petasites_frigidus",1.9
"Petrophile_linearis",0.622
"Peucedanum_multivittatum",4.7
"Phillyrea_angustifolia",1.58
"Phillyrea_latifolia",1.54608468610183
"Philotheca_difformis",1.4258476870853
"Phleum_alpinum",3.153725
"Phleum_pratense",2.56434974213737
"Phlomis_italica",2.09
"Phlomis_purpurea",2.55
"Photinia_davidiana",2.19617762537598
"Photinia_melanocarpa",1.74
"Phyllodoce_caerulea",0.957679487093673
"Phyllota_phylicoides",1.24013416758696
"Phyllota_remota",1.43
"Phyocladus_alpinus",0.852098687542429
"Picconia_excelsa",1.36
"Picea_abies",1.25522793705171
"Picea_engelmannii",1.03
"Picea_glauca",1.28018877424156
"Picea_mariana",1.03564127450904
"Picea_sitchensis",1.305
"Pimelea_linifolia",1.48487881121278
"Pimelea_microcephala",3.07983149652248
"Pinguicula_vulgaris",1.58605
"Pinus_banksiana",1.24
"Pinus_canariensis",1.244615
"Pinus_edulis",1.06
"Pinus_flexilis",1.12
"Pinus_halepensis",1.3
"Pinus_jeffreyi",1.078
"Pinus_monophylla",0.896
"Pinus_nigra",1.18
"Pinus_palustris",0.82
"Pinus_pinaster",0.69
"Pinus_ponderosa",0.966
"Pinus_resinosa",1.17
"Pinus_rigida",1.16
"Pinus_serotina",0.82
"Pinus_strobus",1.40944296693053
"Pinus_sylvestris",1.30471361298802
"Piper_aequale",2.7873333
"Piper_amalago",2.24942667695571
"Piper_auritum",3.47720802190493
"Piper_hispidum",2.55264585875127
"Piper_lapathifolium",2.7313065
"Piper_peltatum",2.35
"Piper_umbellatum",2.7593199
"Piptocarpha_rotundifolia",1.97
"Pipturus_albidus",1.6
"Pistacia_lentiscus",1.89245871817591
"Pistacia_terebinthus",2.37666970213449
"Pithecellobium_caraboboense",2.279
"Pithecellobium_dulce",2.58938424
"Pithecellobium_lanceolatum",3.49737234
"Pittoniotis_trichantha",2.07
"Planchonia_careya",1.80995825600763
"Plantago_lanceolata",2.11897150723407
"Plantago_media",1.83
"Plantago_nubigena",0.78
"Plantago_rigida",1.33
"Platanthera_bifolia",2.63
"Platanus_occidentalis",2.03754253452535
"Pleiostachya_pruinosa",1.52
"Pleuranthodendron_lindenii",1.39
"Poa_arctica",1.39
"Poa_glauca",0.5
"Poa_laxa",4.32
"Poa_pratensis",1.66
"Podocarpus_elongatus",1.34535868823151
"Podocarpus_latifolius",1.13251931550857
"Podocarpus_neriifolius",0.69
"Podocarpus_nivalis",1.01298974358974
"Podocarpus_nubigenus",0.830662386291808
"Podocarpus_salignus",1.00084595083206
"Podophyllum_peltatum",4.307029138513
"Polyalthia_longifolia",2.12
"Polyalthia_pendula",2.53
"Polygala_sibirica",1.849858363369
"Polygala_vulgaris",2.3745455782762
"Polygonatum_officinale",2.84
"Polygonum_aviculare",4.91
"Pomaderris_ferruginea",1.28329396579198
"Pongamia_pinnata",2.79
"Populus_alba",1.9750949344272
"Populus_balsamifera",1.94935886896179
"Populus_deltoides",2.38990201683934
"Populus_fremontii",1.66
"Populus_grandidentata",2.5
"Populus_heterophylla",2.402691
"Populus_tremula",2.32067203407748
"Populus_tremuloides",2.14785957069402
"Potentilla_anserina",3.09
"Potentilla_arguta",1.89
"Potentilla_aurea",2.46
"Potentilla_contigua",3.0041565022445
"Potentilla_crantzii",2.51451360613662
"Potentilla_erecta",2.23
"Potentilla_frigida",2.5
"Potentilla_fruticosa",2.55
"Potentilla_hyparctica",1.93
"Potentilla_matsumurae",3.45
"Potentilla_peduncularis",2.53392482071882
"Potentilla_reptans",3.5
"Potentilla_verna",2.2
"Poulsenia_armata",1.6346253393362
"Pouteria_durlandii",1.587
"Pouteria_reticulata",2.92
"Pouteria_rhynchocarpa",1.068
"Primula_elatior",2.46
"Primula_farinosa",1.7
"Primula_glutinosa",2.68
"Prioria_copaifera",2.15
"Prosopis_glandulosa",2.6404545063303
"Protea_acaulos",1.25
"Protea_bracteolaris",1.03197566749257
"Protea_burchellii",0.861470647472745
"Protea_compacta",0.585980037264618
"Protea_cordata",0.650161372851098
"Protea_glabra",0.656849590079365
"Protea_laurifolia",0.799096438376629
"Protea_neriifolia",0.8141624757259
"Protea_nitida",0.760778433162844
"Protea_repens",0.71986507131311
"Protea_speciosa",0.334290856305859
"Protea_susannae",0.813276617874876
"Protium_tenuifolium",1.71
"Protomegabaria_stapfiana",1.69
"Prumnopitys_andina",0.93
"Prunus_laurocerasus",1.615
"Prunus_pensylvanica",2.4
"Prunus_serotina",2.46460499713995
"Prunus_spinosa",2.304308298642
"Prunus_virginiana",2.8
"Pseudolmedia_glabrata",1.036
"Pseudotsuga_menziesii",1.08
"Psidium_guajava",1.73
"Psoralea_bituminosa",4.30020553263683
"Psychotria_chiapensis",1.789
"Psychotria_faxlucens",1.38
"Psychotria_flava",1.091
"Psychotria_furcata",2.1
"Psychotria_limonensis",1.5
"Psychotria_marginata",1.35
"Psychotria_simiarum",1.607
"Psychrophila_leptosepala",2.9
"Ptaeroxylon_obliquum",2.466
"Pteleopsis_myrtifolia",2.251
"Pteridium_aquilinum",2.15
"Pterocarpus_marsupium",2.48
"Pterocarpus_rohrii",1.872
"Pterocaulon_pycnostachyum",1.97
"Pterospermum_acerifolium",1.43
"Pterygota_alata",2.28
"Ptychopyxis_caput-medusae",1.699
"Pultenaea_daphnoides",1.95131879932161
"Pultenaea_flexilis",2.03925905537717
"Purshia_tridentata",2.366
"Pyrola_media",1.52
"Pyrola_minor",1.59
"Pyrola_rotundifolia",1.45
"Pyrus_bourgaeana",1.97780181009119
"Qualea_dichotoma",1.51
"Quararibea_asterolepis",2.46
"Quararibea_yunckeri",1.345
"Quercus_acuta",0.793668335477569
"Quercus_agrifolia",1.0895
"Quercus_alba",2.32382342941526
"Quercus_austrina",1.94
"Quercus_cerris",2.73666666666667
"Quercus_chapmanii",1.39
"Quercus_coccifera",1.30996183150503
"Quercus_coccinea",1.73
"Quercus_douglasii",1.719
"Quercus_ellipsoidalis",2.1
"Quercus_faginea",1.999599959992
"Quercus_falcata",1.47
"Quercus_geminata",0.87
"Quercus_hemisphaerica",1.21
"Quercus_humilis",2.73
"Quercus_ilex",1.67729673164334
"Quercus_incana",0.95
"Quercus_kelloggii",1.5765
"Quercus_laevis",1.32646145816605
"Quercus_laurifolia",1.32
"Quercus_lobata",2.0475
"Quercus_lusitanica",1.44
"Quercus_macrocarpa",2.2667296214733
"Quercus_margarettiae",1.6
"Quercus_michauxii",1.50235186611218
"Quercus_minima",1.78
"Quercus_mongolica",2.15
"Quercus_myrsinifolia",2.1
"Quercus_myrtifolia",1.02
"Quercus_nigra",1.29
"Quercus_petraea",2.56833333333333
"Quercus_pubescens",1.93323081972243
"Quercus_pumila",1.01
"Quercus_pyrenaica",2.29960866235975
"Quercus_robur",2.31045450074222
"Quercus_rotundifolia",1.55720904184377
"Quercus_rubra",2.04458686287507
"Quercus_shumardii",1.68
"Quercus_stellata",1.73
"Quercus_suber",1.92483765549202
"Quercus_turbinella",1.54
"Quercus_velutina",1.38
"Quercus_virginiana",1.42576295364973
"Quercus_xalapensis",1.8
"Quisqualis_malabarica",2.91
"Ranunculus_acris",2.365
"Ranunculus_bulbosus",2.91
"Ranunculus_ficaria",3.3
"Ranunculus_glacialis",3.3775
"Ranunculus_hirtus",1.4004396
"Ranunculus_nemorosus",2
"Ranunculus_nivalis",3.05
"Ranunculus_peruvianus",3.3
"Rapanea_lessertiana",0.96
"Rapanea_melanophloeos",1.67981366827524
"Rapanea_sandwicensis",1.05
"Rauvolfia_vomitoria",2.61
"Regelia_ciliata",1.128
"Remijia_morilloi",0.409
"Retiniphyllum_concolor",0.807
"Retiniphyllum_truncatum",0.68
"Rhamnus_alaternus",2.02
"Rhamnus_californica",1.74415819781287
"Rhamnus_cathartica",2.63625365496823
"Rhamnus_crocea",2.12813904598271
"Rhamnus_glandulosa",1.654505
"Rhamnus_ludovici-salvatoris",1.82
"Rheum_acuminatum",4.8180377174532
"Rheum_nobile",3.49020025408051
"Rhinanthus_minor",3.54815701807334
"Rhodiola_rosea",3.12193353591465
"Rhododendron_anthopogon",2.04471385962989
"Rhododendron_groenlandicum",1.30076900332073
"Rhododendron_lapponicum",1.76498902262875
"Rhododendron_ponticum",1.03383333333333
"Rhoicissus_tomentosa",3.217
"Rhus_chirindensis",2.699
"Rhus_sandwicensis",1.4
"Rhus_typhina",3.1
"Ribes_californicum",2.23357222283053
"Ribes_nigrum",1.845
"Ribes_spicatum",2.94329273759506
"Ribes_uva",2.06
"Ribes_uva-crispa",2.23791666666667
"Robinia_pseudoacacia",3.44165924664925
"Robinsonella_mirandae",1.952
"Rodognaphalopsis_discolor",0.598
"Rosa_arvensis",2.40333333333333
"Rosa_korshinskiana",1.90268
"Rosmarinus_officinalis",1.2
"Rothmannia_globosa",3.168
"Rubus_chamaemorus",2.14648941596248
"Rubus_corylifolius",1.84
"Rubus_fruticosus",2.51722222222222
"Rubus_hawaiiensis",2.95
"Rubus_hispidus",2.02
"Rubus_saxatilis",2.28578205128671
"Rubus_ulmifolius",2.04
"Rudbeckia_serotina",2.14
"Rumex_acetosella",1.98695747312317
"Rumex_lunaria",2.144268
"Rumex_obtusifolius",3.33230343045052
"Ruscus_aculeatus",2.68992
"Salacia_leptoclada",2.284
"Salix_alaxensis",1.8
"Salix_anticecrenata",2.9985458669833
"Salix_arctica",3.1274405062287
"Salix_canariensis",3.1605
"Salix_caprea",2.70222222222222
"Salix_fragilis",2.66
"Salix_glauca",2.4054105678657
"Salix_herbacea",2.671575
"Salix_laevigata",1.842
"Salix_lapponum",2.45135
"Salix_myrsinites",2.06730569411698
"Salix_nigra",2.5
"Salix_planifolia",2.67
"Salix_polaris",3.09711155756456
"Salix_pulchra",2.2
"Salix_reticulata",1.95881408637982
"Sambucus_mexicana",2.53512863049791
"Sambucus_nigra",3.325
"Sanguinaria_canadensis",5.36
"Sanguisorba_minor",2.19699049383469
"Sanguisorba_officinalis",1.89
"Santalum_acuminatum",0.998660307818377
"Sapindus_mukorossi",3.01
"Sapindus_saponaria",2.831421
"Sapium_glandulosum",3.05
"Sapium_laurifolium",0.927
"Saraca_indica",2.04
"Sarracenia_purpurea",1.1147196957083
"Saussurea_gossipiphora",3.11155036134454
"Saxegothaea_conspicua",0.930967238950974
"Scabiosa_atropurpurea",2.7337758823692
"Schima_brevifolia",1.22103265586632
"Schizachyrium_scoparium",1.25037269036076
"Schleichera_oleosa",1.79
"Scholtzia_obovata",1.304
"Scolopia_crassipes",1.36
"Scolopia_mundii",1.441
"Scolopia_zeyheri",1.823
"Searsia_tomentosa",1.2
"Sedum_acre",1.5176443080048
"Sedum_purpureum",2.4869798177276
"Semecarpus_anacardium",1.83
"Senecio_comosus",3.7
"Senecio_incanus",2.04
"Senecio_nivalis",1.57
"Senna_artemisioides",1.85493679846175
"Serruria_fasciflora",0.822411455698712
"Serruria_fucifolia",1.46114015188492
"Serruria_hirsuta",0.718503100398406
"Serruria_nervosa",0.886792606281157
"Shorea_argentifolia",2.11066688550281
"Shorea_robusta",1.97
"Sibbaldia_procumbens",2.32471503630015
"Sideroxylon_inerme",1.86
"Silene_flos-jovis",1.4
"Silene_mollissima",3.66
"Silene_thysanodes",2.7
"Silphium_integrifolium",1.66
"Silphium_terebinthinaceum",1.44
"Simarouba_amara",2.36
"Simmondsia_chinensis",1.719734
"Smilax_aspera",2.18
"Solanum_dulcamara",3.83333333333333
"Solanum_ferocissimum",3.26733907372379
"Solanum_stramoniifolium",3.92
"Solidago_nemoralis",1.58
"Solidago_rigida",1.3763909936497
"Solidago_virgaurea",2.8644
"Sophora_chrysophylla",2.89
"Sorbus_aucuparia",2.21195923711688
"Sorghastrum_nutans",1.65319455049912
"Soymida_febrifuga",1.41
"Sparganium_erectum",2.7903997503815
"Spartothamnella_puberula",2.96324855625461
"Spathodea_campanulata",1.93
"Spergula_arvensis",2.96
"Spergularia_rubra",2.71
"Spiraea_alba",2.08
"Spiraea_tomentosa",1.86
"Spondias_mangifera",1.76
"Spondias_radlkoferi",1.93847878502706
"Stachys_officinalis",2.3039333323688
"Stellaria_media",3.95
"Stemmadenia_donnell-smithii",2.243
"Sterculia_colorata",1.65
"Strombosia_scheffleri",2.86
"Strychnos_decussata",2.85245578405696
"Strychnos_henningsii",1.795
"Strychnos_madagascariensis",1.697
"Strychnos_nux-vomica",2.62
"Styphelia_tameiameiae",0.82
"Styrax_camporum",1.64
"Suregada_zanzibariensis",2.599
"Swartzia_simplex",2.59
"Swertia_acaulis",2.43656743223603
"Swietinia_mahogoni",1.52
"Symphyotrichum_novae-angliae",2.41
"Syncarpia_glomulifera",0.983770223461353
"Synoum_glandulosum",1.58680299107249
"Syrmatium_glabrum",2.29614864811236
"Syzygium_confertum",1.35644431475654
"Syzygium_cumini",2.01
"Syzygium_eucalyptoides",1.16
"Syzygium_houttuynii",1.26120175051522
"Syzygium_jambos",1.35
"Syzygium_stapfianum",0.86
"Syzygium_suborbiculare",1.2
"Syzygium_urophyllum",0.65
"Tabebuia_chrysantha",2.842629
"Tabebuia_rosea",2.34
"Tabernaemontana_coronaria",4.11
"Tachigali_versicolor",2.26
"Tamilnadia_uliginosa",1.56
"Tanacetum_vulgare",2.52525520075335
"Taraxacum_alpinum",2.94
"Taraxacum_officinale",3.79473319220206
"Tasmannia_piperita",1.81872458687596
"Taxodium_distichum",1.19
"Taxus_baccata",2.38555555555556
"Teclea_gerrardii",3.558
"Teclea_natalensis",3.83831603701415
"Tectona_grandis",1.5
"Terminalia_alata",1.47
"Terminalia_arjuna",1.46
"Terminalia_arostrata",1.068
"Terminalia_bellirica",0.86
"Terminalia_canescens",0.958
"Terminalia_chebula",1.94
"Terminalia_ferdinandiana",1.51499174915245
"Terminalia_microcarpa",2.28
"Tetragastris_panamensis",1.56
"Teucrium_chamaedrys",2.05164602261209
"Thalictrum_simplex",2.51
"Thlaspi_arvense",4.04
"Thuja_occidentalis",0.986306240475036
"Thymus_polytrichus",1.6275
"Thymus_vulgaris",1.9756
"Tibouchina_stenocarpa",1.61
"Tilia_americana",2.93938769133981
"Tilia_cordata",2.10964451981845
"Tilia_japonica",2.4
"Tocoyena_formosa",1.86
"Tofieldia_coccinea",1.2
"Tofieldia_pusilla",1.92
"Toxicodendron_diversilobum",1.978
"Trattinnickia_aspera",2.23
"Trema_micrantha",2.5742513474795
"Trema_orientalis",3.49
"Trichilia_cipo",2.06
"Trichilia_martiana",2.17
"Trichocladus_crinitus",1.378
"Trichocladus_ellipticus",1.42059318596141
"Trichophorum_cespitosum",2.34
"Trichoscypha_patens",1.61
"Trichospermum_mexicanum",1.806
"Trientalis_europaea",3.63
"Trifolium_angustifolium",3.25032
"Trifolium_pratense",4.17769734537315
"Trifolium_repens",3.82671843841029
"Trigonobalanus_verticillata",1.52828730590096
"Trillium_grandiflorum",5.16
"Triodia_scariosa",0.88
"Tristaniopsis_clementis",1.12935635086862
"Trollius_europaeus",3.22793485138585
"Trophis_mexicana",1.685
"Tsuga_canadensis",0.99
"Turpinia_insignis",1.55
"Turpinia_occidentalis",1.118
"Typha_latifolia",3.1448919437766
"Uapaca_staudtii",1.68
"Ulex_europaeus",3.19
"Ulex_gallii",2.26
"Ulmus_americana",2.05899597490257
"Ulmus_davidiana",3.2
"Ulmus_glabra",2.18333333333333
"Ulmus_rubra",2.5
"Ulmus_thomasii",2.3
"Umbellularia_californica",1.76526
"Umtiza_listeriana",2.988
"Urera_caracasana",3.29399301760037
"Urera_elata",1.37
"Urospermum_dalechampii",2.59355335919661
"Urtica_atrovirens",4.07
"Vaccinium_arboreum",1.21
"Vaccinium_calycinum",1.99
"Vaccinium_corymbosum",1.23
"Vaccinium_myrtilloides",1.54
"Vaccinium_myrtillus",1.93751621206206
"Vaccinium_oxycoccos",1.53333333333333
"Vaccinium_reticulatum",0.89
"Vaccinium_uliginosum",2.27105139635482
"Vaccinium_vitis-idaea",1.00960433928391
"Valeriana_pilosa",1.82
"Vatairea_lundellii",1.554
"Ventilago_viminalis",1.501
"Vepris_nobilis",2.87
"Vepris_undulata",3.19316510017567
"Verbascum_sinuatum",2.08
"Verbascum_thapsus",2.7754763062569
"Veronica_alpina",3.09538286766574
"Veronica_bellidioides",1.19
"Veronica_chamaedrys",1.73464693814044
"Veronica_longifolia",1.7446801757211
"Veronica_spicata",1.92
"Verticordia_nitens",1.123
"Viburnum_cassinoides",2.08
"Viburnum_opulus",2.395
"Viburnum_rigidum",1.2785
"Viburnum_tinus",1.25704750327725
"Vicia_cracca",5.43253013509127
"Vincetoxicum_hirundinaria",4.45
"Viola_canina",4.12
"Viola_jaubertiana",3.65
"Viola_mirabilis",1.87
"Viola_scotophylla",1.9607
"Viola_stoloniflora",4.19
"Virola_sebifera",2.71
"Vismia_japurensis",1.64
"Vismia_lauriformis",1.79
"Visnea_mocanera",1.030371
"Vitex_agnus-castus",3.34
"Vitis_vinifera",2.43
"Vochysia_guatemalensis",1.06
"Vulpia_ciliata",2.09
"Weinmannia_trichosperma",0.9
"Werneria_nubigena",1.78974858569577
"Werneria_pumila",1.74
"Woodfordia_fruticosa",1.33
"Wrightia_arborea",2.73576314764272
"Wrightia_natalensis",4.701
"Xanthophyllum_stipitatum",2.01
"Xanthorrhoea_australis",0.47
"Xanthorrhoea_preissii",0.798
"Xanthostemon_paradoxus",1.30592878825761
"Xenophyllum_humile",1.45
"Xeranthemum_inapertum",3.15006
"Xylomelum_pyriforme",0.868014362365255
"Xymalos_monospora",2.21
"Zanthoxylum_capense",2.63372587791516
"Zanthoxylum_ekmanii",2.68
"Zanthoxylum_fagara",2.3
"Zanthoxylum_kellermanii",2.083
"Zanthoxylum_panamense",2.82
"Ziziphus_glaberrima",2.19
"Ziziphus_jujuba",1.76
"Ziziphus_mucronata",2.05
"Zuelania_guidonia",1.99
