"taxa","rank","trait","size","age","dic.bm","dic.ou","dic.eb","dicw.bm","dicw.ou","dicw.eb","m.sig.bayes.bm","c.var.bayes.bm","s.var.bayes.bm","s.asr.bayes.bm","s.hgt.bayes.bm","d.cdf.bayes.bm","mv.bayes.bm","mean.diag.bm","m.sig.bayes.ou","c.var.bayes.ou","s.var.bayes.ou","s.asr.bayes.ou","s.hgt.bayes.ou","d.cdf.bayes.ou","mv.bayes.ou","mean.diag.ou","m.sig.bayes.eb","c.var.bayes.eb","s.var.bayes.eb","s.asr.bayes.eb","s.hgt.bayes.eb","d.cdf.bayes.eb","mv.bayes.eb","mean.diag.eb"
"random","timeslice","seed_mass",90,73.38489,150.84398196593,173.00384128613,147.439741919366,0.154188214080638,0.0000023773814345876,0.845809408537928,0.808,0.032,0.976,0.032,0.904,0.416,11.9841957941993,404,0.784,0.002,0.584,0.622,0,0.548,40.9688038273082,392,0.914,0.018,0.436,0.014,0.388,0.278,18.2339815552007,457
"random","timeslice","seed_mass",207,82.105493,301.842855262666,312.046406351347,300.966909916127,0.391290117771517,0.00238136470709864,0.606328517521384,0.096,0,0,0.002,0.002,0.006,101.514291425705,952,0.342,0,0,0.1,0.158,0.008,103.717997950021,829,0.068,0,0,0.01,0.002,0.004,96.6620056113679,966
"random","timeslice","seed_mass",505,89.277082,995.158528107964,973.321731909438,997.288441005984,0.0000181213008687968,0.999975631509892,0.00000624718923944497,0.04,0,0,0,0,0,420.284722324395,980,0.266,0,0,0,0.01,0,282.313468708482,867,0.03,0,0,0,0,0,415.842600870854,985
"random","timeslice","seed_mass",1310,72.048792,2203.50347271007,2098.4277525567,2205.48502500053,0.0000000000000000000000152439416484935,1,0.00000000000000000000000565989878723783,0,0,0,0,0,0,848.787180882986,1000,0.004,0,0,0,0,0,601.747985829207,998,0,0,0,0,0,0,885.90521138978,1000
"random","timeslice","seed_mass",33,64.840476,81.0170268675116,81.7223816919767,82.2810471897685,0.447562231830074,0.314548469824819,0.237889298345107,0.984,0.814,0.07,0.05,0.12,0.748,8.22922820025921,492,0.876,0.638,0.072,0.636,0.062,0.7,11.7423515541159,438,0.94,0.558,0.046,0.044,0.062,0.36,12.8148677573394,470
"random","timeslice","seed_mass",602,89.460939,1441.07942419021,1350.63436828219,1443.12154988209,0.0000000000000000000229142502541611,1,0.00000000000000000000825398532107364,0.008,0,0,0,0,0,561.906184635893,996,0.338,0,0,0,0.022,0,315.540005320814,831,0.004,0,0,0,0,0,538.782754082664,998
"random","timeslice","seed_mass",21,65.418613,9.07291056028057,17.1692343959909,8.84952939659297,0.468247821659376,0.00817299781646331,0.523579180524161,0.588,0.652,0.028,0.102,0.028,0.692,14.2471235992936,294,0.88,0.012,0.214,0.162,0.042,0.306,NA,440,0.622,0.74,0.708,0.014,0.588,0.366,15.1814933135769,311
"random","timeslice","seed_mass",43,87.874555,96.3395947162515,140.617174701724,94.8893712244856,0.326268336363483,0.0000000000792174026158042,0.673731663557299,0.89,0.27,0.794,0.82,0.396,0.866,4.44313714314289,445,0.94,0,0,0.908,0.134,0.02,120.106212882397,530,0.98,0.23,0.648,0.656,0.978,0.978,5.283452253165,510
"random","timeslice","seed_mass",459,92.447878,1005.36574100043,1001.58824508286,1007.53605056486,0.125803006352552,0.831694512267397,0.0425024813800506,0.01,0,0,0.154,0,0,289.315393432016,995,0.108,0,0,0.694,0.002,0,294.248038619821,946,0.022,0,0,0.122,0,0,320.755554131286,989
"random","timeslice","seed_mass",23,69.070207,43.3621868879023,35.1708150554189,42.8384501250109,0.0160308071705631,0.963139475172477,0.0208297176569602,0.928,0.262,0.032,0.044,0.098,0.214,15.7223453917789,536,0.928,0.944,0.332,0.532,0.776,0.868,2.68522347961193,464,0.882,0.158,0.02,0.014,0.07,0.386,21.771056179264,559
"random","timeslice","seed_mass",95,91.355927,185.339975226966,195.889672570218,187.737917937593,0.765331742866296,0.00391752751567235,0.230750729618032,0.288,0,0,0.072,0.012,0.038,122.767867641725,856,0.924,0,0,0.686,0.97,0.032,135.663868934005,462,0.264,0,0,0.072,0.008,0.054,133.701821217654,868
"random","timeslice","seed_mass",278,81.066146,290.763910156791,277.747827169526,293.078853244311,0.00148848018580263,0.998043720529492,0.000467799284705056,0.31,0.218,0,0.134,0,0.718,30.3288858619128,845,0.836,0.398,0.006,0.152,0.924,0.852,18.7765459680937,582,0.308,0.176,0,0.158,0,0.746,32.677402155684,846
"random","timeslice","seed_mass",1156,83.6636720000001,2276.86104203591,2077.68316734556,2278.92748840989,0.0000000000000000000000000000000000000000000561143649551204,1,0.0000000000000000000000000000000000000000000199687520166967,0,0,0,0.394,0,0,1050.97930299155,1000,0.002,0,0,0.534,0,0,755.353963666829,999,0,0,0,0.368,0,0,964.770745308423,1000
"random","timeslice","seed_mass",1619,79.136666,3132.54197566348,3044.97104321362,3134.71454671081,0.0000000000000000000964303251066695,1,0.0000000000000000000325421185039908,0.006,0,0,0.026,0,0,789.31787923683,997,0.038,0,0,0.1,0,0,564.143974621809,981,0.002,0,0,0.008,0,0,756.807654643802,999
"random","timeslice","seed_mass",38,39.202342,25.2769003414724,44.7796896922355,24.9882183933857,0.463964745634228,0.000027008973798832,0.536008245391973,0.812,0.642,0.312,0.258,0.254,0.11,7.86930586016337,406,0.886,0,0.014,0.524,0.184,0.748,44.0075341769623,443,0.842,0.696,0.502,0.806,0.44,0.268,4.57879318059121,579
"random","timeslice","seed_mass",32,41.875495,59.5883488811276,43.7224020286541,60.9460533456951,0.000358524363822496,0.999459632507347,0.000181843128830639,0.668,0.052,0.004,0.002,0.006,0.146,67.7526867429387,666,0.942,0.37,0.152,0.106,0.814,0.278,9.79303359364761,471,0.598,0.036,0.002,0,0.004,0.076,90.94280885948,701
"random","timeslice","seed_mass",77,34.132798,98.354303715988,111.475349807955,98.3698291406905,0.501584383428306,0.000709814798138677,0.497705801773556,0.41,0.008,0.096,0.604,0.186,0.644,16.2122092220897,795,0.766,0,0.156,0.924,0.652,0.166,41.5471487620037,617,0.234,0.016,0.022,0.578,0.058,0.992,17.4730728832278,883
"random","timeslice","seed_mass",28,42.257101,30.3905975755354,11.1233827230863,28.9542225555664,0.0000654772896338519,0.999800247585012,0.000134275125354432,0.416,0,0.034,0.39,0.006,0.228,43.2529187231566,792,0.914,0.06,0.94,0.954,0.38,0.46,6.87896772684616,457,0.19,0.006,0.074,0.656,0.01,0.358,52.3586702838614,905
"random","timeslice","seed_mass",25,41.166814,29.6851489997328,40.5064683171648,31.4107834006196,0.701045803794957,0.00313275737378074,0.295821438831263,0.678,0.746,0.038,0.75,0.11,0.132,11.2183167789014,661,0.876,0.012,0.002,0.8,0.79,0.944,32.5658358909129,438,0.432,0.69,0.008,0.574,0.02,0.122,13.4528267395803,784
"random","timeslice","seed_mass",21,42.170207,36.8071900019919,34.968653203897,36.8279755249868,0.222364717549799,0.5575695811188,0.220065701331401,0.854,0.364,0.314,0.014,0.362,0.922,12.5028233136819,573,0.872,0.226,0.224,0.002,0.8,0.544,22.1589307223775,436,0.748,0.214,0.13,0.006,0.148,0.704,21.7330507053317,626
"random","timeslice","seed_mass",60,32.557838,80.3383055745246,96.0043840847262,81.8820484302518,0.683740205743861,0.000271047492117456,0.315988746764021,0.422,0.004,0.03,0.912,0.15,0.766,23.3417263833336,789,0.976,0,0.006,0.954,0.782,0.086,77.1324281999545,512,0.32,0.004,0.008,0.9,0.058,0.68,23.5416880897507,840
"random","timeslice","seed_mass",346,36.281768,452.858162617626,421.617658723627,455.093641661569,0.000000164516961058621,0.999999781683002,0.0000000538000367180055,0.066,0,0,0.002,0,0.016,93.0931304635128,967,0.406,0,0.012,0.182,0.25,0.014,52.5702139174248,797,0.072,0,0,0.006,0,0.038,95.7025264221091,964
"random","timeslice","seed_mass",63,41.661223,148.005951041314,129.477693581595,150.331700575615,0.0000947514787669416,0.999875630509412,0.0000296180118209625,0.224,0,0.006,0,0.014,0.592,68.2613875795177,888,0.96,0.014,0.004,0.044,0.48,0.958,24.0562575947905,480,0.186,0,0,0,0.014,0.48,83.7646631336512,907
"random","timeslice","seed_mass",692,19.128619,1066.53819845398,1001.93556792503,1069.01746865212,0.00000000000000936951309295131,0.999999999999988,0.00000000000000271237878786032,0.006,0,0,0,0,0.002,308.242179125167,997,0.11,0,0,0.288,0,0.002,181.99877513715,945,0.004,0,0,0,0,0.002,302.687431875702,998
"random","timeslice","seed_mass",23,27.032269,56.0007451415066,55.8085281038301,57.1078651821346,0.37372307710355,0.41142370934598,0.21485321355047,0.918,0.562,0.402,0.45,0.362,0.078,5.78556554737659,459,0.93,0.83,0.054,0.652,0.358,0.42,8.99252824172952,465,0.912,0.338,0.172,0.348,0.156,0.106,7.23456358565647,456
"random","timeslice","seed_mass",39,34.777204,119.065388485902,90.6976414445947,121.152143445525,0.000000691865367261312,0.999999064416125,0.000000243718507345443,0.06,0,0,0.546,0,0.08,80.1190502660903,970,0.824,0,0.018,0.914,0.004,0.41,30.4872839486832,588,0.04,0,0,0.538,0,0.124,83.9749657301291,980
"random","timeslice","seed_mass",91,32.1542,127.654976312606,136.682969941704,125.846008132465,0.287223312119858,0.00314641336445541,0.709630274515686,0.62,0.232,0.168,0,0.196,0.988,30.5277651950787,690,0.968,0,0.964,0.044,0.7,0.352,21.976072465062,484,0.51,0.202,0.048,0,0.092,0.93,38.5582186326879,745
"random","timeslice","seed_mass",52,36.797721,110.967780434291,101.075809623894,113.011930101545,0.00704378195623099,0.990421530425381,0.00253468761838772,0.264,0,0.002,0.056,0.02,0.562,43.7161938381157,868,0.982,0.002,0.01,0.156,0.61,0.834,26.983554207111,509,0.172,0,0,0.136,0.014,0.592,43.0788347836489,914
"random","timeslice","seed_mass",118,40.425031,132.359820720776,131.226111852323,134.565158225227,0.323133358759171,0.569591562895161,0.107275078345668,0.43,0.512,0.002,0.256,0.008,0.232,16.2014891952982,785,0.998,0.454,0.002,0.764,0.692,0.576,20.9803958281606,501,0.386,0.384,0,0.218,0,0.382,17.0377738449695,807
"random","timeslice","seed_mass",32,29.260971,27.6383303507311,34.388009867176,26.2383776295228,0.328091663696775,0.0112284784926489,0.660679857810576,0.926,0.212,0.912,0.128,0.96,0.968,4.94578138914835,463,0.876,0.516,0.01,0.434,0.208,0.9,11.3947954987696,438,0.976,0.446,0.312,0.082,0.326,0.9,5.8625806569314,512
"random","timeslice","seed_mass",22,36.398807,8.95061305518865,4.79814253257501,11.0687229157722,0.107282620833565,0.855513548226754,0.0372038309396817,0.814,0.26,0.866,0.27,0.176,0.302,7.13471209788512,593,0.864,0.736,0.95,0.706,0.26,0.026,6.17585910774924,432,0.45,0.19,0.52,0.236,0.074,0.656,12.6505363882814,775
"random","timeslice","seed_mass",34,32.642112,37.3476207020896,31.0419337530038,37.1207841817474,0.0391809383989624,0.916932479635644,0.0438865819653937,0.814,0.274,0.172,0.032,0.228,0.344,10.8666953956432,593,0.81,0.666,0.156,0.358,0.126,0.334,9.92708773602983,405,0.772,0.192,0.082,0.024,0.11,0.426,14.5978556879866,614
"random","timeslice","seed_mass",33,42.615916,16.6830926611494,8.84377414553559,17.7421527435424,0.019241072158762,0.969428213428725,0.0113307144125135,0.708,0.684,0.46,0.478,0.278,0.48,3.67575675360036,646,0.938,0.492,0.576,0.546,0.414,0.578,3.28765269498216,469,0.486,0.552,0.236,0.354,0.176,0.692,9.8402019010457,757
"random","timeslice","seed_mass",32,42.246731,41.6386580457797,37.5666731244881,41.4570991739632,0.102512815567052,0.785232836909491,0.112254347523457,0.95,0.99,0.166,0.962,0.136,0.244,5.12763070477311,525,0.896,0.81,0.112,0.44,0.43,0.246,6.2220393445199,448,0.934,0.736,0.064,0.802,0.06,0.282,6.6091535877573,533
"random","timeslice","seed_mass",66,29.693175,159.896860041734,133.239453293378,162.093599335286,0.00000162710931519035,0.999997830389295,0.000000542501389325166,0.742,0,0,0,0,0.03,229.068257587131,629,0.91,0,0.002,0.002,0.948,0.168,48.6342011907971,455,0.792,0,0,0,0,0.018,237.20336724467,604
"random","timeslice","seed_mass",21,35.832903,64.2255499675604,52.7882999889635,66.1274391074842,0.00326933779594824,0.995467468896978,0.00126319330707376,0.998,0.018,0.064,0.156,0.098,0.68,14.56666197234,499,0.962,0.232,0.198,0.82,0.762,0.814,4.8812161644799,481,0.91,0.016,0.04,0.088,0.066,0.652,17.6754146837671,545
"random","timeslice","seed_mass",23,31.224082,34.4817197634342,27.2058508923346,34.6253529216017,0.0250350876915253,0.951664716380804,0.0233001959276707,0.918,0.762,0.026,0.038,0.026,0.59,11.9215678137217,541,0.936,0.166,0.276,0.648,0.878,0.144,6.26339462033567,468,0.872,0.996,0.012,0.032,0.028,0.61,15.0453642885721,564
"random","timeslice","seed_mass",30,32.072646,73.6739727558521,53.981648189798,75.4819818192393,0.0000529460719871979,0.999925613691786,0.000021440236226492,0.98,0.006,0.016,0,0.01,0.416,58.3859454738496,510,0.896,0.324,0.518,0.048,0.674,0.716,8.44932374477442,448,0.948,0.006,0.012,0,0.012,0.342,86.8577435823593,526
"random","timeslice","seed_mass",103,35.102438,322.951172374609,311.464910384387,325.396727807372,0.00319147962091076,0.995868912909162,0.000939607469927536,0.464,0,0,0.002,0,0.03,111.031795590997,768,0.842,0,0,0.224,0.378,0.022,75.2048164489601,579,0.484,0,0,0.004,0,0.012,103.14490672314,758
"random","timeslice","seed_mass",208,39.545626,477.08720754102,434.137818617682,479.498782731841,0.00000000047169219972989,0.999999999387057,0.000000000141251085963826,0.032,0,0,0.228,0,0.004,177.783544285064,984,0.368,0,0,0.442,0,0.012,109.147745160854,816,0.044,0,0,0.23,0,0.004,184.25105216843,978
"random","timeslice","seed_mass",231,34.754919,513.704656901849,442.722729572697,515.689546846347,0.000000000000000385896040984809,1,0.000000000000000143039817716056,0.714,0,0,0,0,0.09,148.10300661265,643,0.986,0,0,0.004,0.848,0.446,42.7245186635832,493,0.688,0,0,0,0,0.038,155.287922994671,656
"random","timeslice","seed_mass",21,36.874084,46.9724287340582,35.4094560124509,48.4286612600035,0.00307008775008872,0.995447619741776,0.00148229250813534,0.922,0.006,0.02,0.002,0.034,0.738,43.8183473405225,539,0.892,0.286,0.132,0.078,0.45,0.548,9.75873052932972,446,0.994,0.004,0.02,0,0.026,0.49,69.7945063267116,503
"random","timeslice","seed_mass",45,42.020694,157.977596357181,103.451456788295,160.335081961656,0.00000000000144477172236709,0.999999999998111,0.000000000000444506113372435,0.27,0,0,0,0,0.034,241.06598037508,865,0.852,0.908,0,0.168,0.014,0.124,18.0159968478117,574,0.26,0,0,0,0,0.05,266.512134411991,870
"random","timeslice","seed_mass",144,41.80797,192.937303026515,211.769227745009,187.487932003077,0.0615320314149701,0.00000500957356634247,0.938462959011463,0.996,0.01,0.546,0.07,0.312,0.72,12.5175786999643,502,0.8,0,0.424,0.064,0.008,0.328,43.7289542558794,400,0.812,0.01,0.522,0.068,0.68,0.528,14.8374280021054,594
"random","timeslice","seed_mass",26,42.070929,63.1872366586623,64.1393460221373,63.9800317330196,0.435925735741062,0.270809931825296,0.293264332433642,0.968,0.252,0.12,0.048,0.222,0.156,11.7484384902932,484,0.876,0.104,0.01,0.308,0.276,0.772,15.747840207804,438,0.998,0.158,0.074,0.028,0.14,0.482,15.134458108161,501
"random","timeslice","seed_mass",42,30.653324,75.2498306643349,96.3845796411967,76.016931406866,0.594720018128396,0.0000153094690264531,0.405264672402578,0.704,0.268,0.066,0.922,0.356,0.968,8.64541997853133,648,0.932,0.002,0.004,0.998,0.838,0.182,50.1461237786143,466,0.57,0.164,0.02,0.754,0.146,0.902,11.828556505939,715
"random","timeslice","seed_mass",52,34.954369,44.927502503743,50.995554556211,41.7851511728933,0.170636116743322,0.00821126745247765,0.8211526158042,0.708,0.008,0.946,0.102,0.948,0.884,13.5245874530914,646,0.934,0.014,0.016,0.364,0.446,0.632,21.0017550784144,467,0.582,0.002,0.504,0.072,0.506,0.656,17.4856591336836,709
"random","timeslice","seed_mass",83,38.887363,114.121699299271,123.163698341022,113.899737311199,0.469869210430564,0.0051113055428564,0.525019484026579,0.938,0.488,0.73,0.056,0.522,0.036,9.83610980809734,531,0.788,0.2,0.7,0.192,0.036,0.032,21.3130183073983,394,0.842,0.306,0.348,0.046,0.226,0.02,14.9240021477569,579
"random","timeslice","seed_mass",22,30.857744,44.6554473504127,43.9208371731467,45.2309606363661,0.313108367132059,0.452077868357468,0.234813764510473,0.846,0.764,0.824,0.088,0.474,0.762,7.17877618426232,423,0.882,0.532,0.462,0.314,0.078,0.488,5.95655934340135,441,0.882,0.49,0.412,0.038,0.232,0.986,11.1475017302578,441
"random","timeslice","seed_mass",85,28.571073,160.649839304707,167.805631124851,162.300251705455,0.6820914599596,0.0190538245326744,0.298854715507726,0.11,0,0.17,0.056,0.802,0.24,91.6232512812549,945,0.844,0,0.004,0.126,0.408,0.098,103.251504362519,578,0.094,0,0.104,0.038,0.51,0.268,99.0255474787126,953
"random","timeslice","seed_mass",21,17.872609,29.880097621966,31.6152602037354,31.8168047267055,0.555656255843738,0.233356789391938,0.210986954764324,0.77,0.712,0.544,0.322,0.938,0.646,4.26768930274158,615,0.94,0.758,0.022,0.272,0.91,0.696,11.2386799755641,470,0.51,0.894,0.198,0.37,0.33,0.4,6.72024484168622,745
"random","timeslice","seed_mass",30,42.806317,26.1167007115558,23.4130776296589,25.313157521459,0.157260158228197,0.607719261069076,0.235020580702727,1,0.01,0.134,0.06,0.11,0.412,16.3319021484321,500,0.906,0.004,0.34,0.256,0.368,0.162,20.5602332492939,453,0.836,0.008,0.048,0.052,0.038,0.446,20.0353801317517,582
"random","timeslice","seed_mass",33,40.078958,44.96437267082,68.9994479982159,44.050183002181,0.387674328407431,0.00000234054367627948,0.612323331048893,0.846,0.2,0.45,0.032,0.64,0.622,9.57145812606489,423,0.954,0,0.032,0.256,0.194,0.156,54.3602886321448,477,0.938,0.176,0.458,0.018,0.434,0.382,13.7988562720999,469
"random","timeslice","seed_mass",32,33.640182,52.8753999445038,65.4060105911676,51.6554959984133,0.351834659348883,0.000668884435555822,0.647496456215561,0.83,0.014,0.384,0,0.16,0.478,52.0051410112831,415,0.828,0,0.16,0,0.28,0.148,74.2181102060433,414,0.838,0.03,0.752,0,0.866,0.77,50.1929891354178,581
"random","timeslice","seed_mass",25,33.018108,62.7207950417226,66.3522193168752,63.3125030736137,0.524488910754303,0.0853458775484092,0.390165211697288,0.884,0.028,0.89,0.06,0.914,0.978,10.7840116233302,442,0.916,0.002,0.812,0.58,0.044,0.52,22.7557319398788,458,0.986,0.022,0.65,0.03,0.468,0.966,15.2986259455631,493
"random","timeslice","seed_mass",52,31.011872,98.1152534305142,98.0837905196383,100.248000202621,0.423708960009711,0.430427224117286,0.145863815873003,0.9,0.01,0.116,0.246,0.11,0.33,16.2939372269532,550,0.868,0.008,0.282,0.604,0.266,0.156,15.5640231174726,434,0.842,0.004,0.062,0.282,0.064,0.32,20.3952428669302,579
"random","timeslice","seed_mass",79,36.618746,109.825033690731,113.416864386986,109.890460344494,0.468649366896231,0.0777842930632108,0.453566340040559,0.844,0.042,0.25,0.022,0.132,0.394,14.399966168304,422,0.776,0.012,0.972,0.08,0.026,0.516,24.2404836243858,388,0.942,0.032,0.082,0.01,0.032,0.206,18.8816988759585,471
"random","timeslice","seed_mass",70,40.409993,84.318188839514,75.3880851486868,85.2271599790115,0.0112917399888538,0.981540552183142,0.00716770782800386,0.292,0.644,0,0,0,0.454,40.2449501308375,854,0.736,0.392,0,0.116,0.068,0.678,17.7477702599598,632,0.302,0.538,0,0,0.002,0.402,49.4346241699557,849
"random","timeslice","seed_mass",21,24.31054,43.056475459832,59.5301047289348,33.0681694555198,0.00673182243220093,0.00000178208948481426,0.993266395478314,0.844,0,0.178,0.418,0.014,0.304,60.2239253810607,422,0.966,0,0.01,0.75,0.314,0.012,125.188628031234,517,0.988,0,0.632,0.824,0.658,0.444,20.2897285663838,506
"random","timeslice","seed_mass",95,40.509863,96.8693425539856,112.463094435396,92.4359572155074,0.0982574966828709,0.0000403855031734612,0.901702117813956,0.578,0,0.022,0.87,0.2,0.068,31.0547414691091,711,0.894,0,0.002,0.644,0.696,0.078,67.676251705413,553,0.366,0,0.01,0.948,0.05,0.066,33.0574956745909,817
"random","timeslice","seed_mass",45,42.80679,73.979912210657,76.8704887248066,75.1727221515067,0.559764263905073,0.131924195447666,0.30831154064726,0.65,0,0.138,0.008,0.162,0.3,39.2816349862312,675,0.884,0,0.054,0.202,0.51,0.126,41.9661092945874,442,0.64,0,0.08,0.004,0.104,0.32,45.8452385295504,680
"random","timeslice","seed_mass",41,37.545985,101.0726892777,97.1857503099938,103.159696640274,0.119973779030875,0.837769241717741,0.042256979251384,0.848,0,0.048,0,0.092,0.042,86.9392066824284,576,0.93,0,0.024,0.01,0.856,0.052,72.2503125606334,465,0.758,0,0.034,0,0.07,0.046,94.5373364077279,621
"random","timeslice","seed_mass",44,39.731377,16.472078990994,35.0146169364427,15.0096889162529,0.324922605768491,0.0000305716565790427,0.67504682257493,0.822,0.27,0.436,0.23,0.462,0.542,5.16532423605275,411,0.854,0,0.02,0.522,0.05,0.07,42.4048523977649,427,0.912,0.17,0.632,0.152,0.604,0.54,5.95985435181011,544
"random","timeslice","seed_mass",35,16.66976,22.4897268058685,14.3708024728414,22.8035538637706,0.0167229905612984,0.968982565528271,0.0142944439104311,0.922,0.166,0.206,0,0.1,0.832,28.3861561907579,539,0.882,0.87,0.526,0.012,0.156,0.264,13.4412349593374,441,0.834,0.088,0.11,0,0.048,0.984,37.5931015477917,583
"random","timeslice","seed_mass",36,42.552444,42.1685434903961,24.973481304916,42.5285849991982,0.00018449840282379,0.999661398775589,0.000154102821586716,0.594,0.16,0.004,0.88,0,0.222,15.272545310553,703,0.952,0.586,0.58,0.886,0.982,0.078,5.06334712138985,476,0.528,0.13,0.006,0.902,0.002,0.324,18.03688748287,736
"random","timeslice","seed_mass",124,39.129593,245.027088704748,237.37607301668,247.31078025145,0.0211975283125187,0.972035600562093,0.0067668711253883,0.3,0.002,0,0.842,0,0.864,34.0019637817617,850,0.812,0.004,0.002,0.91,0.54,0.486,30.0245746474376,594,0.304,0,0,0.914,0,0.842,36.8671697969909,848
"random","timeslice","seed_mass",41,39.032311,109.823132071413,93.632343238927,111.943228763993,0.000304815185085646,0.999589584928451,0.000105599886463598,0.87,0.35,0.002,0.07,0.006,0.91,18.9567179544237,565,0.902,0.696,0.762,0.95,0.836,0.954,1.91526972265628,451,0.836,0.276,0,0.056,0.004,0.768,20.7856301814215,582
"random","timeslice","seed_mass",320,42.10075,436.948607968226,407.84276039833,439.160705436737,0.000000478349394053679,0.99999936338215,0.000000158268456207126,0.058,0,0,0.004,0,0.01,127.735985455757,971,0.282,0,0,0.868,0.03,0.042,81.8596429921469,859,0.036,0,0,0,0,0.01,138.49884705728,982
"random","timeslice","seed_mass",42,29.949549,86.3391158796401,99.6102110024756,85.2468659228241,0.366587394700876,0.000481277808601054,0.632931327490523,0.894,0.032,0.482,0.122,0.762,0.578,10.8227941775583,447,0.89,0,0.208,0.352,0.008,0.356,33.5610202494433,445,0.974,0.018,0.734,0.054,0.522,0.938,12.8515751435496,487
"random","timeslice","seed_mass",145,42.396557,161.723736663583,163.957810734003,162.718266263034,0.516678405473709,0.16908196647097,0.314239628055321,0.638,0,0,0.062,0.114,0.542,39.8449180700809,681,0.966,0,0.008,0.086,0.338,0.404,60.0005841198179,517,0.636,0,0.002,0.06,0.058,0.532,46.9059004003347,682
"random","timeslice","seed_mass",22,39.890783,30.2723633616769,21.9741865557866,31.8573644137132,0.0154252165095247,0.977591612711547,0.00698317077892808,0.776,0.004,0.18,0.002,0.12,0.084,41.2081811817724,612,0.916,0.106,0.27,0.126,0.68,0.096,10.387042317398,458,0.676,0.002,0.09,0.014,0.074,0.064,41.9866361925823,662
"random","timeslice","seed_mass",26,38.609972,59.5327954268906,72.6955532120024,60.744307869418,0.646392536086327,0.000895859279642558,0.35271160463403,0.946,0.384,0.186,0.146,0.214,0.152,7.68435137565088,473,0.888,0.006,0.01,0.544,0.306,0.434,27.3635186656986,444,0.988,0.27,0.096,0.052,0.114,0.484,10.6898069117695,494
"random","timeslice","seed_mass",48,41.384927,31.6721812700489,26.1729170042794,29.463460108896,0.0508797799100097,0.795600938219337,0.153519281870653,0.632,0.404,0.042,0.784,0.042,0.766,6.20438838247861,684,0.872,0.498,0.018,0.618,0.518,0.652,8.67090060956994,436,0.446,0.344,0.014,0.728,0.016,0.846,8.48611419650998,777
"random","timeslice","seed_mass",558,41.735587,913.721463926147,869.877060943514,916.059681002453,0.000000000301514957198058,0.999999999604821,0.0000000000936637354515193,0.056,0,0,0,0,0,463.88341572681,972,0.24,0,0,0,0.016,0,347.011292197169,880,0.054,0,0,0,0,0,480.2744371172,973
"random","timeslice","seed_mass",21,27.653279,46.154986780082,48.9568338389227,47.5737772326029,0.575271069750095,0.141729147746677,0.282999782503228,0.872,0.678,0.6,0.062,0.69,0.77,5.61750161375528,436,0.864,0.846,0.136,0.858,0.082,0.044,16.8481582337668,432,0.928,0.82,0.232,0.028,0.3,0.476,11.1062758558879,464
"random","timeslice","seed_mass",62,35.34377,65.8877919075577,72.1624504083969,61.4693059695905,0.0985006557756982,0.00427478562681699,0.897224558597485,0.686,0.68,0.272,0.882,0.266,0.812,2.70312129937541,657,0.928,0.25,0.112,0.55,0.54,0.48,8.64755822792151,464,0.662,0.932,0.088,0.69,0.092,0.862,4.86266464280378,669
"random","timeslice","seed_mass",30,42.54845,42.6818748188899,64.873242193781,41.4771082382108,0.353796724143893,0.00000536981852733571,0.646197906037579,0.73,0.916,0.842,0.466,0.198,0.626,8.3745626714101,365,0.872,0,0,0.484,0.106,0.678,43.9244209100259,436,0.858,0.876,0.492,0.31,0.708,0.726,5.94605673629894,429
"random","timeslice","seed_mass",72,42.783636,275.693575514609,224.849244988549,278.055782988968,0.00000000000910529263673713,0.9999999999881,0.00000000000279477643437732,0.77,0,0,0.06,0,0.06,113.646419334284,615,0.996,0.002,0.116,0.806,0.348,0.47,23.814947674611,498,0.826,0,0,0.034,0,0.042,118.742925018674,587
"random","timeslice","seed_mass",64,36.409959,128.581944915493,126.431785383783,129.955148099644,0.225554913758698,0.660927013299203,0.113518072942099,0.662,0,0.022,0.934,0.072,0.612,20.8654018671995,669,0.934,0.014,0.106,0.62,0.278,0.524,22.5550003699399,467,0.628,0,0.01,0.86,0.036,0.614,23.1073182585061,686
"random","timeslice","seed_mass",129,36.671933,203.301174191172,187.602705331884,204.968660987853,0.000389832355329895,0.999440816660578,0.000169350984091495,0.458,0.006,0,0.004,0,0.628,33.3273980916944,771,0.996,0.034,0.024,0.386,0.754,0.376,19.0603059580282,498,0.416,0,0,0.004,0,0.546,43.2732812823037,792
"random","timeslice","seed_mass",170,38.449259,389.253985464087,314.807761382438,391.63896757568,0.0000000000000000682665320839239,1,0.0000000000000000207164604950776,0.004,0,0,0,0,0.04,253.619806071517,998,0.84,0.004,0,0.326,0.142,0.016,43.1083933464558,580,0.006,0,0,0,0,0.03,253.168409971744,997
"random","timeslice","seed_mass",68,35.041548,83.0292722991771,113.043372622209,69.5562935494544,0.00118539944381426,0.000000000360068926853475,0.998814600196117,0.722,0.02,0.09,0.026,0,0.086,36.0035770168789,361,0.806,0,0.262,0.04,0,0.016,89.6967827279413,403,0.882,0.23,0.964,0.006,0.996,0.208,18.7127505649209,559
"random","timeslice","seed_mass",24,28.70261,65.7843821837834,54.1947327286632,67.5265189054267,0.00303018283712304,0.995701672928361,0.0012681442345155,0.95,0.01,0.052,0.208,0.05,0.568,16.3585323673454,525,0.892,0.838,0.152,0.66,0.532,0.33,5.89530863595822,446,0.962,0.01,0.028,0.116,0.04,0.28,23.8602432908486,519
