"taxa","rank","trait","size","age","dic.bm","dic.ou","dic.eb","dicw.bm","dicw.ou","dicw.eb","m.sig.bayes.bm","c.var.bayes.bm","s.var.bayes.bm","s.asr.bayes.bm","s.hgt.bayes.bm","d.cdf.bayes.bm","mv.bayes.bm","mean.diag.bm","m.sig.bayes.ou","c.var.bayes.ou","s.var.bayes.ou","s.asr.bayes.ou","s.hgt.bayes.ou","d.cdf.bayes.ou","mv.bayes.ou","mean.diag.ou","m.sig.bayes.eb","c.var.bayes.eb","s.var.bayes.eb","s.asr.bayes.eb","s.hgt.bayes.eb","d.cdf.bayes.eb","mv.bayes.eb","mean.diag.eb"
"random","timeslice","seed_mass",52,42.583811,66.992207513129,69.6872621983112,63.5196162669279,0.144172003393999,0.0374677181233975,0.818360278482604,0.764,0.108,0.306,0.052,0.248,0.558,9.59817632771523,618,0.99,0.038,0.04,0.398,0.964,0.754,12.4337925116917,505,0.71,0.054,0.136,0.03,0.106,0.66,14.5051263108761,645
"random","timeslice","seed_mass",27,37.256421,40.9947919104396,33.7424510678665,41.4828538896042,0.0254115838242681,0.954679371464923,0.0199090447108085,0.634,0.066,0.034,0.026,0.04,0.348,17.334032162204,683,0.954,0.142,0.184,0.802,0.196,0.078,9.92888496016732,477,0.606,0.036,0.036,0.006,0.036,0.326,24.5364153206383,697
"random","timeslice","seed_mass",108,32.572183,202.560753575993,155.938199739875,204.531200036227,0.0000000000751693973327354,0.999999999896766,0.000000000028064935990975,0.106,0,0,0,0,0.564,103.230032514828,947,0.818,0.024,0.004,0.272,0.046,0.652,19.1402743075326,591,0.078,0,0,0,0,0.486,109.369383963187,961
"random","timeslice","seed_mass",71,36.460101,162.780970101562,151.038427580687,164.904546036427,0.00280863021978474,0.996220041777846,0.000971328002368754,0.528,0.002,0,0,0,1,70.8911814951515,736,0.958,0.014,0,0.078,0.204,0.802,29.8450167732693,521,0.54,0.004,0,0,0,0.872,62.441094100816,730
"random","timeslice","seed_mass",22,31.329019,51.4756394821608,38.364829278822,52.7077904346388,0.00141929743074744,0.99781419713741,0.000766505431842645,0.838,0,0.28,0,0.522,0.464,74.8392033162045,581,0.916,0.128,0.406,0.094,0.688,0.7,7.40167065912279,458,0.88,0,0.242,0,0.45,0.342,98.3158852985036,560
"random","timeslice","seed_mass",29,40.812816,21.0414948607132,17.3585124817963,19.5442764733183,0.106157199043277,0.669420354127601,0.224422446829122,0.94,0.78,0.032,0.406,0.128,0.736,6.67068363292642,530,0.912,0.504,0.022,0.514,0.594,0.996,8.33176541016763,456,0.832,0.626,0.016,0.202,0.056,0.784,8.39917481937587,584
"random","timeslice","seed_mass",172,40.509516,154.524148711164,149.855744018186,156.60743493271,0.0856597208767713,0.884113157060103,0.0302271220631258,0.412,0.708,0.002,0.022,0,0.376,19.4259125271884,794,0.898,0.682,0.024,0.25,0.872,0.146,13.1413254286669,551,0.41,0.668,0,0.008,0,0.372,22.9362656735448,795
"random","timeslice","seed_mass",100,40.064318,119.537434290542,120.25283769307,120.838838728951,0.450255551939605,0.31485544020618,0.234889007854215,0.36,0,0.008,0.008,0.094,0.152,38.9100821498167,820,0.96,0,0,0.378,0.802,0.07,40.0640872627526,520,0.258,0,0.006,0.002,0.076,0.106,42.9411667970901,871
"random","timeslice","seed_mass",1022,42.999201,1998.66782562497,1736.91680860213,2000.75925130756,0.00000000000000000000000000000000000000000000000000000000145040349370377,1,0.000000000000000000000000000000000000000000000000000000000509731556290243,0,0,0,0,0,0,894.152393571046,1000,0.01,0,0,0.118,0,0,525.160922174667,995,0,0,0,0,0,0,1019.31630134234,1000
"random","timeslice","seed_mass",53,40.03948,59.420763765086,60.695714417293,55.024517158047,0.0949062170659568,0.0501698319623725,0.854923950971671,0.972,0.692,0.048,0.362,0.022,0.038,10.4005778149407,514,0.798,0.382,0.354,0.538,0.308,0.014,13.2479601884829,399,0.926,0.502,0.024,0.264,0.01,0.038,13.212793354143,537
"random","timeslice","seed_mass",52,37.762171,74.2296703675167,75.3589469214097,72.7881600975863,0.275896246322454,0.156865162534107,0.567238591143439,0.88,0.81,0.398,0.64,0.426,0.596,2.43385722766904,440,0.798,0.842,0.312,0.606,0.036,0.942,11.0336220223133,399,0.96,0.896,0.192,0.684,0.202,0.542,3.65995610565783,480
"random","timeslice","seed_mass",57,22.400323,99.9181480936771,98.0057126304332,100.845992880847,0.236370334234713,0.614997079846726,0.148632585918561,0.97,0.008,0.114,0.006,0.142,0.938,20.9287859899905,485,0.832,0.032,0.236,0.172,0.062,0.62,20.9978778167158,416,0.902,0.012,0.064,0.002,0.086,0.924,26.517418141577,451
"random","timeslice","seed_mass",108,37.60825,189.107445900367,173.141692491266,191.446076560033,0.000341103759091744,0.999552956401523,0.00010593983938577,0.948,0,0,0,0.004,0.504,43.5603435609698,474,0.736,0.048,0.398,0.66,0.274,0.856,19.7237157380156,368,0.978,0.002,0.002,0,0.002,0.436,50.4849175924532,511
"random","timeslice","seed_mass",126,37.05315,317.966689087474,308.272532138251,320.264433624225,0.00777092967110831,0.989765731843871,0.0024633384850211,0.802,0,0.01,0.312,0.038,0.168,70.0992505340414,599,0.98,0,0.024,0.968,0.18,0.204,51.0428539912827,490,0.818,0,0.002,0.228,0.026,0.148,69.88460238855,591
"random","timeslice","seed_mass",90,33.185541,230.784042147774,224.772332890431,233.048915587624,0.0464560486204658,0.938573625684115,0.0149703256954189,0.784,0,0.002,0.224,0.004,0.478,39.3223826468377,608,0.89,0,0.082,0.21,0.678,0.352,31.6442380766699,445,0.798,0,0.004,0.29,0.012,0.472,40.3120244404357,601
"random","timeslice","seed_mass",83,40.650514,241.625447926772,195.439125051115,244.118091311626,0.0000000000934904860816203,0.999999999879625,0.0000000000268841793557347,0.48,0,0,0.006,0,0.002,239.431880385461,760,0.96,0,0,0.356,0.082,0,127.89031828257,520,0.54,0,0,0.004,0,0,241.04715366452,730
"random","timeslice","seed_mass",171,41.648256,272.488290151155,252.896932189266,274.242343637927,0.0000556873337403593,0.999921145732889,0.0000231669333710936,0.378,0,0,0,0,0.006,156.769204622059,811,0.816,0,0,0.002,0.134,0.032,96.4168989210902,592,0.346,0,0,0,0,0.004,197.190516913975,827
"random","timeslice","seed_mass",53,22.751002,78.5167567514319,73.45559011364,80.1585216309992,0.0714241118004904,0.897146195519557,0.0314296926799525,0.974,0.032,0.474,0.332,0.14,0.134,12.285251510687,487,0.94,0.222,0.15,0.974,0.102,0.308,9.11795616679132,470,0.964,0.03,0.288,0.228,0.11,0.108,17.0774241100523,518
"random","timeslice","seed_mass",749,42.760955,1240.12413189324,1243.18242105278,1242.20362705192,0.63683522927779,0.138015552155779,0.225149218566431,0.016,0,0,0.002,0,0.006,167.620140468717,992,0.12,0,0,0.008,0.942,0.008,176.891855547606,940,0.018,0,0,0,0,0.006,166.16518856659,991
"Austrobaileyales","order","seed_mass",20,179.240928,30.1049335101976,33.3102078659214,27.7055516952888,0.221216638224541,0.0445452402228445,0.734238121552614,0.9,0.01,0.848,0.276,0.686,0.808,11.6227425712585,450,0.852,0.01,0.31,0.212,0.146,0.5,20.5115100292373,426,0.916,0.004,0.536,0.74,0.82,0.732,17.369035714626,542
"Alismatales","order","seed_mass",56,145.130377,114.327909408292,139.194952445132,115.490667716763,0.641383049503782,0.00000255451049989207,0.358614395985718,0.88,0.028,0.108,0.03,0.11,0.95,14.6417838848683,560,0.85,0,0.01,0.424,0.228,0.158,59.2724813550437,425,0.774,0.032,0.04,0.018,0.068,0.874,19.0568787064587,613
"Asparagales","order","seed_mass",362,124.910686,569.533185986441,582.578478504652,571.549500386872,0.731871244316518,0.00107568572683117,0.267053069956651,0.062,0,0,0.182,0,0.052,149.788072481911,969,0.21,0,0,0.616,0.002,0.022,182.776761900945,895,0.042,0,0,0.176,0,0.048,162.724277656115,979
"Commelinales","order","seed_mass",23,100.894026,26.0076597965373,50.8939458851026,22.5753466736951,0.152366793903548,0.000000601038051046972,0.847632605058401,0.77,0.094,0.21,0.942,0.038,0.024,23.8746668891771,385,0.922,0,0,0.854,0.692,0.016,71.3008358894203,461,0.966,0.132,0.73,0.858,0.89,0.03,13.988787527028,517
"Arecales","order","seed_mass",64,114.999065,279.915244279987,194.867620923776,282.355321930986,0.00000000000000000034052048141159,1,0.000000000000000000100528015442006,0.004,0,0,0,0,0.004,479.903774249453,998,0.708,0,0,0.01,0.004,0.224,69.3545787355187,646,0.004,0,0,0,0,0.004,538.934813880192,998
"Poales","order","seed_mass",1199,90.169528,2064.04590436022,1907.30937380252,2066.10401597833,0.000000000000000000000000000000000092277290295813,1,0.0000000000000000000000000000000000329747547090949,0,0,0,0.006,0,0,705.48786334224,1000,0.004,0,0,0.23,0,0,531.012700270601,998,0,0,0,0.008,0,0,656.670231254513,1000
"Piperales","order","seed_mass",33,122.157858,90.2822166790707,85.1417850593093,90.1894041950497,0.0661544357715059,0.864548801822111,0.0692967624063828,0.988,0.27,0.01,0.728,0.036,0.346,10.3287925179687,506,0.896,0.408,0.008,0.902,0.364,0.432,14.2005774794368,448,0.978,0.204,0.016,0.582,0.018,0.518,11.270649800839,489
"Laurales","order","seed_mass",67,108.800416,205.927153866979,187.159116981822,208.192963012125,0.0000840474054661151,0.999888881232493,0.0000270713620408778,0.042,0,0,0.002,0,0.052,105.747022036608,979,0.812,0,0,0.158,0.012,0.08,84.1792826636861,594,0.038,0,0,0,0,0.04,133.024337657705,981
"Magnoliales","order","seed_mass",71,95.495017,136.123189891081,137.604435982212,138.180246888231,0.545152403777376,0.259937794369195,0.194909801853429,0.568,0.01,0.006,0.498,0.034,0.976,21.6871242015314,716,0.908,0,0.012,0.882,0.786,0.272,39.9292079300704,454,0.468,0.002,0,0.382,0.012,0.798,28.3143787063924,766
"Ranunculales","order","seed_mass",216,133.019918,284.573670268241,298.150905103653,287.008211345418,0.770912775062457,0.000868452677196326,0.228218772260346,0.318,0.006,0,0.032,0.03,0.404,34.0725235414808,841,0.746,0,0,0.026,0.59,0.256,61.9630562899954,627,0.282,0.006,0,0.024,0.01,0.366,38.0926934914238,859
"Saxifragales","order","seed_mass",157,108.091551,210.891594496794,242.634987747626,209.43703028049,0.325791419624626,0.0000000416820796586842,0.674208538693294,0.92,0.204,0.142,0.33,0.578,0.766,19.4547709707064,540,0.888,0,0.076,0.794,0.028,0.426,65.2998865145026,444,0.664,0.314,0.058,0.136,0.542,0.718,17.867503550641,668
"Geraniales","order","seed_mass",53,109.434275,67.4379326897165,76.1754358065459,60.6060872545344,0.0317887238212494,0.000402669187700716,0.96780860699105,0.966,0.256,0.52,0.07,0.424,0.952,6.52196253795188,517,0.926,0,0.24,0.814,0.546,0.204,22.510080239015,463,0.81,0.222,0.16,0.076,0.192,0.976,9.41897705240436,595
"Myrtales","order","seed_mass",499,88.200515,1379.9797189631,1299.24296188528,1382.25712093717,0.00000000000000000293924614434748,1,0.000000000000000000941248727258429,0.01,0,0,0,0,0,645.305189916187,995,0.168,0,0,0,0,0,352.24737828022,916,0.008,0,0,0,0,0,664.256714014137,996
"Brassicales","order","seed_mass",299,77.696061,746.762070215072,672.079987322509,749.050903572134,0.0000000000000000606724805835437,1,0.0000000000000000193187001998508,0.458,0,0,0,0,0,262.172989443834,771,0.97,0,0,0.32,0,0.012,173.693746730305,515,0.466,0,0,0,0,0.004,280.574089771727,767
"Malvales","order","seed_mass",267,80.999558,574.158100922719,568.653608177627,576.518468967546,0.0588753648135659,0.923036816222226,0.0180878189642077,0.052,0,0,0,0,0.058,181.674138756779,974,0.244,0,0.002,0,0.938,0.066,120.659968370736,878,0.04,0,0,0,0.002,0.018,175.875521776709,980
"Sapindales","order","seed_mass",371,73.83406,710.589230546512,700.115914261423,712.856008467,0.00528087421206474,0.99301899922983,0.00170012655810531,0.176,0,0.004,0,0.004,0.116,119.688858266093,912,0.61,0,0.106,0.006,0.12,0.108,84.8795094934011,695,0.144,0,0.002,0,0.006,0.064,122.7180397843,928
"Zygophyllales","order","seed_mass",33,83.605798,60.5182084635842,80.3755687558076,60.097115813248,0.447547241817724,0.0000218206601286174,0.552430937522148,0.984,0.376,0.26,0.112,0.276,0.382,6.01698840898379,492,0.914,0.004,0,0.75,0.134,0.046,40.8376222481871,457,0.928,0.172,0.106,0.046,0.122,0.462,12.2282478932363,536
"Malpighiales","order","seed_mass",378,105.848039,838.908558545316,851.414367785949,841.012388715589,0.740086676880636,0.0014245595666935,0.25848876355267,0.846,0,0.008,0,0.11,0.074,96.4443312748517,577,0.948,0,0.072,0.01,0.032,0.048,125.691347065517,474,0.754,0,0,0.002,0.034,0.072,90.4413260974995,623
"Cucurbitales","order","seed_mass",90,73.38489,150.84398196593,173.00384128613,147.439741919366,0.154188214080638,0.0000023773814345876,0.845809408537928,0.808,0.032,0.976,0.032,0.904,0.416,11.9841957941993,404,0.784,0.002,0.584,0.622,0,0.548,40.9688038273082,392,0.914,0.018,0.436,0.014,0.388,0.278,18.2339815552007,457
"Fagales","order","seed_mass",207,82.105493,301.842855262666,312.046406351347,300.966909916127,0.391290117771517,0.00238136470709864,0.606328517521384,0.096,0,0,0.002,0.002,0.006,101.514291425705,952,0.342,0,0,0.1,0.158,0.008,103.717997950021,829,0.068,0,0,0.01,0.002,0.004,96.6620056113679,966
"Rosales","order","seed_mass",505,89.277082,995.158528107964,973.321731909438,997.288441005984,0.0000181213008687968,0.999975631509892,0.00000624718923944497,0.04,0,0,0,0,0,420.284722324395,980,0.266,0,0,0,0.01,0,282.313468708482,867,0.03,0,0,0,0,0,415.842600870854,985
"Fabales","order","seed_mass",1310,72.048792,2203.50347271007,2098.4277525567,2205.48502500053,0.0000000000000000000000152439416484935,1,0.00000000000000000000000565989878723783,0,0,0,0,0,0,848.787180882986,1000,0.004,0,0,0,0,0,601.747985829207,998,0,0,0,0,0,0,885.90521138978,1000
"Santalales","order","seed_mass",33,64.840476,81.0170268675116,81.7223816919767,82.2810471897685,0.447562231830074,0.314548469824819,0.237889298345107,0.984,0.814,0.07,0.05,0.12,0.748,8.22922820025921,492,0.876,0.638,0.072,0.636,0.062,0.7,11.7423515541159,438,0.94,0.558,0.046,0.044,0.062,0.36,12.8148677573394,470
"Caryophyllales","order","seed_mass",602,89.460939,1441.07942419021,1350.63436828219,1443.12154988209,0.0000000000000000000229142502541611,1,0.00000000000000000000825398532107364,0.008,0,0,0,0,0,561.906184635893,996,0.338,0,0,0,0.022,0,315.540005320814,831,0.004,0,0,0,0,0,538.782754082664,998
"Cornales","order","seed_mass",64,97.740469,124.396741417183,174.043076814912,121.462908632594,0.187411759662174,0.00000000000310621908277903,0.81258824033472,0.942,0.018,0.324,0.128,0.068,0.414,16.6340925646602,471,0.984,0,0.072,0.274,0.08,0.016,190.803683844146,492,0.934,0.012,0.95,0.042,0.82,0.388,16.7014209642368,533
"Ericales","order","seed_mass",459,92.447878,1005.36574100043,1001.58824508286,1007.53605056486,0.125803006352552,0.831694512267397,0.0425024813800506,0.01,0,0,0.154,0,0,289.315393432016,995,0.108,0,0,0.694,0.002,0,294.248038619821,946,0.022,0,0,0.122,0,0,320.755554131286,989
"Dipsacales","order","seed_mass",95,91.355927,185.339975226966,195.889672570218,187.737917937593,0.765331742866296,0.00391752751567235,0.230750729618032,0.288,0,0,0.072,0.012,0.038,122.767867641725,856,0.924,0,0,0.686,0.97,0.032,135.663868934005,462,0.264,0,0,0.072,0.008,0.054,133.701821217654,868
"Asterales","order","seed_mass",1156,83.6636720000001,2276.86104203591,2077.68316734556,2278.92748840989,0.0000000000000000000000000000000000000000000561143649551204,1,0.0000000000000000000000000000000000000000000199687520166967,0,0,0,0.394,0,0,1050.97930299155,1000,0.002,0,0,0.534,0,0,755.353963666829,999,0,0,0,0.368,0,0,964.770745308423,1000
"Gentianales","order","seed_mass",401,58.804912,894.959875755179,867.346256795336,897.304342486051,0.00000100873770978932,0.999998678881892,0.000000312380398297245,0.756,0,0,0.334,0,0.002,123.961347457935,622,0.986,0,0.004,0.806,0.72,0.024,89.3025156462166,507,0.684,0,0,0.334,0,0.018,132.693375612056,658
"Solanales","order","seed_mass",263,66.196122,548.121790921221,492.718551410962,550.471281219141,0.00000000000093183581945043,0.99999999999878,0.000000000000287841934469042,0.218,0,0,0,0,0,331.77506802344,891,0.71,0,0,0.232,0,0,218.518284331321,645,0.16,0,0,0.002,0,0,326.56684660386,920
"Lamiales","order","seed_mass",803,61.39451,1337.7905989693,1339.71186710947,1340.00203835571,0.583559002481715,0.223298958510651,0.193142039007634,0.024,0,0,0.144,0,0.01,193.288519801943,988,0.126,0,0,0.204,0.836,0.002,188.430004579122,937,0.014,0,0,0.164,0,0.01,169.628276632424,993
"Araceae","family","seed_mass",20,123.181677,40.5155652696285,42.3291287654844,41.5364358858176,0.498988059624182,0.20150222407692,0.299509716298899,0.94,0.95,0.616,0.224,0.442,0.302,5.43334135417198,470,0.852,0.466,0.402,0.03,0.136,0.318,11.6792768457335,426,0.942,0.736,0.26,0.196,0.19,0.334,7.03581937023391,529
"Liliaceae","family","seed_mass",59,58.448223,29.8048329029238,48.819975532181,24.2053259978539,0.057337256088366,0.00000425942668527997,0.942658484484949,0.976,0.042,0.374,0.52,0.456,0.972,6.4188287826699,488,0.974,0,0,0.806,0.542,0.474,61.5432425991803,487,0.766,0.112,0.082,0.978,0.078,0.972,8.02917941973701,617
"Xanthorrhoeaceae","family","seed_mass",39,63.130787,33.9545168962703,58.2803905047102,33.2965037978744,0.418481450423723,0.00000218463996614672,0.58151636493631,0.91,0.994,0.936,0.91,0.606,0.616,2.68702130580711,455,0.97,0.002,0,0.602,0.626,0.8,35.8072335211516,485,0.874,0.668,0.472,0.59,0.576,0.982,3.09457025675878,563
"Amaryllidaceae","family","seed_mass",51,67.472541,62.4294402597118,55.5622909585516,64.1221119187117,0.0308487756256154,0.955917595497026,0.0132336288773583,0.49,0.014,0,0.018,0,0.236,36.3888206223004,755,0.944,0.002,0.028,0.34,0.776,0.208,26.716433054245,472,0.45,0.002,0.002,0.008,0.004,0.188,42.8356542043017,775
"Juncaceae","family","seed_mass",60,32.557838,80.3383055745246,96.0043840847262,81.8820484302518,0.683740205743861,0.000271047492117456,0.315988746764021,0.422,0.004,0.03,0.912,0.15,0.766,23.3417263833336,789,0.976,0,0.006,0.954,0.782,0.086,77.1324281999545,512,0.32,0.004,0.008,0.9,0.058,0.68,23.5416880897507,840
"Cyperaceae","family","seed_mass",346,36.281768,452.858162617626,421.617658723627,455.093641661569,0.000000164516961058621,0.999999781683002,0.0000000538000367180055,0.066,0,0,0.002,0,0.016,93.0931304635128,967,0.406,0,0.012,0.182,0.25,0.014,52.5702139174248,797,0.072,0,0,0.006,0,0.038,95.7025264221091,964
"Restionaceae","family","seed_mass",63,41.661223,148.005951041314,129.477693581595,150.331700575615,0.0000947514787669416,0.999875630509412,0.0000296180118209625,0.224,0,0.006,0,0.014,0.592,68.2613875795177,888,0.96,0.014,0.004,0.044,0.48,0.958,24.0562575947905,480,0.186,0,0,0,0.014,0.48,83.7646631336512,907
"Lauraceae","family","seed_mass",49,88.128421,149.158299473089,126.212456283164,149.448837103614,0.0000104079460135501,0.999980591368506,0.0000090006854803537,0.058,0,0,0.216,0.002,0.066,79.0108366995192,971,0.926,0,0,0.334,0.016,0.526,39.5951407008058,537,0.052,0,0,0.266,0,0.032,81.4412338901501,974
"Annonaceae","family","seed_mass",36,45.497681,64.8157629473774,48.3628299726444,67.1448122525905,0.000267385965882381,0.999649170636674,0.0000834433974439428,0.574,0.202,0.002,0.216,0,0.22,18.2998746057473,713,0.862,0.25,0.29,0.7,0.64,0.278,5.41498665761091,431,0.454,0.14,0,0.166,0.002,0.274,22.3381835381593,773
"Proteaceae","family","seed_mass",150,92.30532,266.018503409478,278.470951032282,265.868625496455,0.480816559285652,0.000950527687888079,0.51823291302646,0.228,0.002,0,0,0.026,0.222,47.2334704665621,886,0.93,0,0.07,0.002,0.55,0.032,62.6214021572827,535,0.216,0,0,0,0.02,0.236,53.9004619478617,892
"Papaveraceae","family","seed_mass",25,112.982361,25.9559422496023,50.4227322460772,24.9493196431091,0.376762125752576,0.00000183303727263509,0.623236041210151,0.752,0.922,0.614,0.372,0.154,0.76,6.92220657757278,376,0.944,0.006,0.002,0.51,0.474,0.206,30.9018272089225,472,0.828,0.682,0.332,0.248,0.314,0.666,5.10644155615168,414
"Crassulaceae","family","seed_mass",36,70.268059,34.7325216797291,37.1287324853611,29.329332021049,0.0617084095920807,0.0186214625662226,0.919670127841697,0.922,0.274,0.22,0.052,0.296,0.93,7.70140372046678,461,0.922,0.826,0.01,0.38,0.196,0.824,11.2690657192786,461,0.942,0.49,0.066,0.01,0.1,0.67,14.6500755617333,529
"Grossulariaceae","family","seed_mass",23,45.387852,9.40961322919081,4.25731452284643,11.3639804119333,0.068857302176869,0.905226901293886,0.0259157965292451,0.768,0.232,0.966,0.352,0.106,0.398,7.0163224158016,616,0.842,0.746,0.95,0.668,0.256,0.044,5.33579953664007,421,0.342,0.23,0.388,0.42,0.052,0.594,16.9334166458494,829
"Saxifragaceae","family","seed_mass",50,75.253323,64.9954999222338,51.2696215513813,62.3360700758135,0.00104063332021684,0.995025808471493,0.00393355820828997,0.702,0.264,0.016,0.002,0.042,0.69,29.097536931443,649,0.894,0.55,0.248,0.236,0.112,0.868,7.93739326609402,447,0.654,0.166,0.008,0,0.016,0.806,39.6266497270172,673
"Onagraceae","family","seed_mass",71,62.524005,182.595230039358,155.774320282264,184.256108697245,0.00000149938275464181,0.999997847099638,0.000000653517607807184,0.712,0,0,0,0.004,0.014,253.901603585148,644,0.932,0,0.064,0,0.718,0.042,57.8325019424428,466,0.768,0,0.002,0,0.006,0.008,349.110539728304,616
"Melastomataceae","family","seed_mass",36,59.843327,96.8783689817677,107.03863197753,98.3290081553394,0.670965812513355,0.0041727975565241,0.32486138993012,0.894,0.002,0.026,0.974,0.16,0.236,22.2229358278072,553,0.968,0,0.08,0.784,0.3,0.154,67.566710181417,484,0.832,0,0.034,0.738,0.138,0.194,27.4953389749849,584
"Cleomaceae","family","seed_mass",22,65.299791,28.9475313283199,30.14091811593,27.6402269319314,0.287920671322672,0.158537570263618,0.55354175841371,0.928,0.07,0.954,0.474,0.518,0.56,8.72604488479478,464,0.836,0.016,0.548,0.432,0.172,0.882,10.366163789783,418,0.976,0.03,0.33,0.45,0.172,0.566,12.3523129695481,488
"Brassicaceae","family","seed_mass",232,60.746363,519.257206651471,443.92934911937,519.957464867315,0.0000000000000000439302394127563,1,0.0000000000000000309531199416857,0.752,0,0,0,0,0.07,133.241661861513,624,0.994,0,0.004,0.012,0.884,0.412,41.8218361620302,503,0.678,0,0,0,0,0.046,147.009426913938,661
"Thymelaeaceae","family","seed_mass",23,58.691934,59.453635820497,62.336936205896,60.8980269988581,0.580645295221048,0.137344156954603,0.282010547824349,0.856,0.288,0.748,0.392,0.71,0.6,3.40680172755485,572,0.946,0.04,0.35,0.072,0.458,0.836,10.7116542332462,473,0.81,0.184,0.312,0.9,0.298,0.584,5.20827762320262,595
"Cistaceae","family","seed_mass",21,36.874084,46.9724287340582,35.4094560124509,48.4286612600035,0.00307008775008872,0.995447619741776,0.00148229250813534,0.922,0.006,0.02,0.002,0.034,0.738,43.8183473405225,539,0.892,0.286,0.132,0.078,0.45,0.548,9.75873052932972,446,0.994,0.004,0.02,0,0.026,0.49,69.7945063267116,503
"Malvaceae","family","seed_mass",173,69.119386,256.105458095778,270.089896156378,249.107430177921,0.0293395085194658,0.0000269631540731674,0.970633528326461,0.95,0.004,0.636,0.044,0.63,0.618,16.2100778653272,525,0.808,0.002,0.356,0.074,0.002,0.28,41.3687462148568,404,0.892,0,0.324,0.024,0.252,0.534,17.5385372575206,554
"Anacardiaceae","family","seed_mass",55,59.095476,116.11209651211,128.84019031236,115.736396182546,0.452821627443034,0.000779931946962227,0.546398440610004,0.75,0.252,0.09,0.99,0.082,0.322,6.93506777653966,625,0.952,0.004,0.068,0.9,0.51,0.96,28.9665208747944,476,0.676,0.192,0.042,0.904,0.044,0.392,9.10478044108005,662
"Sapindaceae","family","seed_mass",143,66.250215,186.88561519576,200.792364324319,182.391267435928,0.095584789329266,0.0000913222458608144,0.904323888424873,0.722,0.002,0.58,0.116,0.768,0,21.6768083178412,639,0.9,0,0.73,0.182,0.074,0.008,39.5203685842676,450,0.59,0.01,0.3,0.092,0.35,0.002,26.1536359586663,705
"Meliaceae","family","seed_mass",44,52.761155,113.347085145075,111.321922373455,114.765032513988,0.235579769775809,0.648479873024456,0.115940357199735,0.95,0.042,0.23,0.194,0.154,0.882,9.66190710585248,475,0.906,0.144,0.058,0.482,0.022,0.988,11.4590358317151,453,0.914,0.024,0.128,0.152,0.092,0.868,12.315076984119,457
"Rutaceae","family","seed_mass",87,45.473182,168.586244813116,176.828367912032,168.728978014123,0.51351896192962,0.00833301558825344,0.478148022482127,0.12,0,0.208,0.066,0.744,0.306,84.8853438834854,940,0.924,0,0.01,0.154,0.29,0.11,103.64685158147,538,0.078,0,0.134,0.052,0.428,0.294,94.8309506012098,961
"Zygophyllaceae","family","seed_mass",30,72.823657,53.5538792208506,70.8886878539827,51.7913187513308,0.29289778757155,0.0000504092486243017,0.707051803179826,0.998,0.432,0.778,0.186,0.722,0.476,4.2867109878224,499,0.952,0.008,0.002,0.84,0.142,0.112,30.5951805851219,476,0.954,0.298,0.306,0.106,0.316,0.542,7.82603168691965,523
"Celastraceae","family","seed_mass",53,67.743585,118.52993268517,154.523789264141,120.49641215682,0.727750569459841,0.0000000111177244667614,0.272249419422434,0.664,0,0.046,0.062,0.288,0.302,34.9861496863562,668,0.97,0,0,0.472,0.724,0.01,121.936243601114,515,0.554,0.002,0.036,0.04,0.18,0.264,35.701620886398,723
"Clusiaceae","family","seed_mass",55,68.74675,106.830603277674,142.261324989243,98.1454306050035,0.0128359509100156,0.000000000259863080801067,0.987164048830121,0.816,0.002,0.44,0.2,0.056,0.228,29.2007336146546,408,0.866,0,0.404,0.266,0.02,0.034,131.152416425628,433,0.972,0.01,0.706,0.08,0.8,0.34,16.0875673787945,514
"Salicaceae","family","seed_mass",52,78.474372,100.348079874464,141.568172904614,98.9580500829559,0.332918414667179,0.000000000372827848463176,0.667081584959993,0.936,0.016,0.476,0.734,0.646,0.778,8.21281665991076,468,0.988,0,0.004,0.65,0.108,0.154,96.698746037199,494,0.984,0.012,0.192,0.872,0.248,0.922,10.44212496915,508
"Fagaceae","family","seed_mass",70,40.409993,84.318188839514,75.3880851486868,85.2271599790115,0.0112917399888538,0.981540552183142,0.00716770782800386,0.292,0.644,0,0,0,0.454,40.2449501308375,854,0.736,0.392,0,0.116,0.068,0.678,17.7477702599598,632,0.302,0.538,0,0,0.002,0.402,49.4346241699557,849
"Betulaceae","family","seed_mass",50,27.279622,77.7069516150771,94.8324826431507,77.7360171448674,0.503584662642854,0.0000962300434813705,0.496319107313665,0.93,0,0.036,0.846,0.53,0.352,32.3086428960939,535,0.886,0,0,0.682,0.68,0.288,81.8775497345319,443,0.678,0,0.03,0.888,0.298,0.228,32.0011697306511,661
"Rhamnaceae","family","seed_mass",80,76.179947,135.391035216867,153.145770498972,136.929034012264,0.683239271501684,0.0000953193430785184,0.316665409155238,0.526,0,0.118,0.002,0.45,0.024,48.6934386668128,737,0.964,0,0,0.146,0.298,0.008,94.7822156137863,482,0.44,0,0.07,0,0.248,0.046,55.2883460668853,780
"Moraceae","family","seed_mass",72,54.796727,185.833639394673,199.27224659626,187.813512881001,0.728434208853505,0.000879495976420336,0.270686295170075,0.822,0,0.104,0.416,0.406,0.018,55.7269342339307,589,0.924,0,0.012,0.36,0.146,0.008,77.9806671121896,462,0.776,0,0.056,0.462,0.24,0.034,61.2880836208376,612
