"","taxa","rank","trait","size","age","aic.bm","aicw.bm","m.pic.ml.bm","v.pic.ml.bm","s.var.ml.bm","s.anc.ml.bm","s.hgt.ml.bm","d.ks.ml.bm","mv.ml.bm","mean.diag.bm","aic.ou","aicw.ou","m.pic.ml.ou","v.pic.ml.ou","s.var.ml.ou","s.anc.ml.ou","s.hgt.ml.ou","d.ks.ml.ou","mv.ml.ou","mean.diag.ou","aic.eb","aicw.eb","m.pic.ml.eb","v.pic.ml.eb","s.var.ml.eb","s.anc.ml.eb","s.hgt.ml.eb","d.ks.ml.eb","mv.ml.eb","mean.diag.eb"
"out.ml10","Fagales","order","leafn",84,82.105493,-87.8661486268741,0.00845032561008573,0,0.027972027972028,0.231768231768232,0.427572427572428,0.681318681318681,0.255744255744256,35.7298855177248,0,-97.3900220183934,0.988453568787703,0,0,0.0939060939060939,0.579420579420579,0.927072927072927,0.10989010989011,42.8844137280923,0,-85.8580288069194,0.00309610560221167,0,0.031968031968032,0.255744255744256,0.403596403596404,0.689310689310689,0.18981018981019,38.7155133964204,0
"out.ml11","Rosales","order","leafn",86,89.277084,-129.045106622711,0.401329231344821,0,0.0659340659340659,0.561438561438561,0.015984015984016,0.501498501498502,0.695304695304695,40.9186178508134,0,-129.274869064258,0.450187128312087,0,0.043956043956044,0.47952047952048,0.033966033966034,0.481518481518482,0.425574425574426,40.3545660008961,0,-127.056491962486,0.148483640343093,0,0.0659340659340659,0.549450549450549,0.02997002997003,0.447552447552448,0.595404595404595,36.6767243848839,0
"out.ml12","Fabales","order","leafn",69,72.048793,-106.859948953883,0.567022104157093,0,0.0679320679320679,0.105894105894106,0.997002997002997,0.131868131868132,0.497502497502497,32.0576823603082,0,-104.854839388479,0.208063538096099,0,0.0739260739260739,0.12987012987013,0.983016983016983,0.117882117882118,0.34965034965035,31.0346777434307,0,-105.010591774157,0.224914357746808,0,0.0759240759240759,0.111888111888112,0.943056943056943,0.135864135864136,0.383616383616384,29.7404113937571,0
"out.ml13","Caryophyllales","order","leafn",35,89.460934,-23.9738686993257,0.032887610280237,0,0.725274725274725,0.645354645354645,0.763236763236763,0.755244755244755,0.285714285714286,12.1393116891498,0,-30.711295592116,0.955093695379144,0,0.523476523476524,0.965034965034965,0.547452547452547,0.927072927072927,0.477522477522478,10.5513657012468,0,-21.9606032986871,0.0120186943406186,0,0.755244755244755,0.685314685314685,0.813186813186813,0.681318681318681,0.371628371628372,11.3429218820224,0
"out.ml14","Asterales","order","leafn",55,83.663672,-3.06555015754178,6.27307788743193e-08,0,0.48951048951049,0.703296703296703,0.909090909090909,0.559440559440559,0.34965034965035,17.5422296206423,0,-36.2343772231906,0.999999914206686,0,0.471528471528472,0.321678321678322,0.875124875124875,0.959040959040959,0.21978021978022,17.4931681827346,0,-1.0642645711298,2.30625346703889e-08,0,0.487512487512487,0.711288711288711,0.971028971028971,0.563436563436563,0.281718281718282,15.8672496781283,0
"out.ml15","Gentianales","order","leafn",34,58.804913,-14.2418623896249,0.00621815031148381,0,0.621378621378621,0.887112887112887,0.257742257742258,0.657342657342657,0.22977022977023,11.5946311492412,0,-24.3854282603069,0.991536162976458,0,0.725274725274725,0.751248751248751,0.431568431568432,0.995004995004995,0.023976023976024,13.1426280941544,0,-12.2049401387731,0.00224568671205818,0,0.683316683316683,0.857142857142857,0.28971028971029,0.633366633366633,0.317682317682318,12.4390146859692,0
"out.ml16","random","timeslice","leafn",935,188.283243,-776.204687458826,2.11076876527095e-06,0,0,0.0779220779220779,0.731268731268731,0.011988011988012,0.0679320679320679,320.831320389249,0,-802.341597427897,0.99999665143799,0,0,0.001998001998002,0.875124875124875,0,0.025974025974026,336.757228447958,0,-775.137243315682,1.2377932453022e-06,0,0,0.043956043956044,0.761238761238761,0.001998001998002,0.03996003996004,332.654802783626,0
"out.ml17","random","timeslice","leafn",80,158.342078,6.15115945603197,7.36089436920828e-08,0,0.001998001998002,0.663336663336663,0.333666333666334,0.493506493506494,0.353646353646354,31.8773387966725,0,-26.6978389455495,0.999999899752,0,0,0.035964035964036,0.941058941058941,0.0959040959040959,0.0879120879120879,50.8130724584763,0,8.18393567464869,2.66390564526077e-08,0,0.001998001998002,0.607392607392607,0.261738261738262,0.447552447552448,0.297702297702298,35.5014246210519,0
"out.ml18","random","timeslice","leafn",33,147.065217,-38.9317359498115,0.54898379168087,0,0.927072927072927,0.335664335664336,0.185814185814186,0.251748251748252,0.135864135864136,15.484315887256,0,-37.3513333341291,0.249103285056404,0,0.867132867132867,0.253746253746254,0.155844155844156,0.225774225774226,0.045954045954046,16.7127571865057,0,-36.9312711773755,0.201912923262725,0,0.907092907092907,0.353646353646354,0.167832167832168,0.285714285714286,0.121878121878122,15.3637788146443,0
"out.ml19","random","timeslice","leafn",822,136.900467,-751.55878376021,0.000146696110494365,0,0,0.033966033966034,0.591408591408591,0.001998001998002,0.045954045954046,284.034230530477,0,-769.212682832869,0.999802169402879,0,0,0.003996003996004,0.757242757242757,0,0.00799200799200799,296.806951699461,0,-749.450975726558,5.1134486626735e-05,0,0,0.0619380619380619,0.553446553446553,0.003996003996004,0.03996003996004,316.786427328769,0
"out.ml20","random","timeslice","leafn",59,90.169528,7.83692954664419,4.93190109309552e-08,0,0,0.693306693306693,0.0799200799200799,0.413586413586414,0.0539460539460539,41.3250519511225,0,-25.8129827444176,0.999999932562667,0,0,0.167832167832168,0.335664335664336,0.0939060939060939,0.02997002997003,60.3940631292688,0,9.83970135047091,1.81183225543225e-08,0,0,0.665334665334665,0.0619380619380619,0.457542457542458,0.043956043956044,43.1433138046684,0
"out.ml21","random","timeslice","leafn",40,94.810763,-38.6034005602951,0.489881301288947,0,0.003996003996004,0.751248751248751,0.0579420579420579,0.247752247752248,0.665334665334665,29.9097376671729,0,-37.8226613798853,0.331554940619869,0,0.003996003996004,0.999000999000999,0.04995004995005,0.25974025974026,0.529470529470529,29.8354488045066,0,-36.5849657725696,0.178563758091184,0,0.003996003996004,0.787212787212787,0.045954045954046,0.245754245754246,0.521478521478521,26.912716939459,0
"out.ml22","random","timeslice","leafn",145,116.87746,-145.71137135315,0.133754267521576,0,0.35964035964036,0.363636363636364,0.613386613386613,0.211788211788212,0.863136863136863,44.8086921686694,0,-149.330709373555,0.817027947852897,0,0.04995004995005,0.127872127872128,0.745254745254745,0.0899100899100899,0.937062937062937,50.4871613114892,0,-143.711872837829,0.0492177846255268,0,0.335664335664336,0.421578421578422,0.635364635364635,0.243756243756244,0.803196803196803,44.5962133866343,0
"out.ml23","random","timeslice","leafn",294,113.679599,-365.018951910684,0.426544449958233,0,0,0.04995004995005,0.155844155844156,0.041958041958042,0.191808191808192,124.951910908902,0,-364.950826418209,0.412259842225304,0,0,0.033966033966034,0.123876123876124,0.027972027972028,0.0819180819180819,127.708993767704,0,-363.072757153619,0.161195707816463,0,0,0.0619380619380619,0.145854145854146,0.02997002997003,0.0879120879120879,127.963887326018,0
"out.ml24","random","timeslice","leafn",304,116.697277,-190.21212507402,0.000141704088114513,0,0.175824175824176,0.42957042957043,0.0639360639360639,0.505494505494505,0.443556443556444,82.684231355524,0,-207.935276706536,0.999806273831863,0,0.001998001998002,0.047952047952048,0.12987012987013,0.223776223776224,0.047952047952048,94.3878513638733,0,-188.207979569014,5.20220800221446e-05,0,0.183816183816184,0.367632367632368,0.0959040959040959,0.463536463536464,0.301698301698302,92.758299954817,0
"out.ml25","random","timeslice","leafn",37,19.128619,16.9356387803053,1.36756111851205e-08,0,0,0.641358641358641,0.237762237762238,0.797202797202797,0.0599400599400599,34.9979222324865,0,-19.2796647743366,0.999999981294142,0,0,0.27972027972028,0.33966033966034,0.051948051948052,0.025974025974026,46.5722095340438,0,18.9359287018288,5.03024695917455e-09,0,0,0.613386613386613,0.23976023976024,0.825174825174825,0.0639360639360639,36.9044112040893,0
"out.ml26","random","timeslice","leafn",36,49.040063,-39.7812368583934,0.0392944703588443,0,0.003996003996004,0.955044955044955,0.897102897102897,0.995004995004995,0.265734265734266,24.8503618834006,0,-46.1442053957603,0.946307978106802,0,0.00599400599400599,0.813186813186813,0.731268731268731,0.815184815184815,0.335664335664336,23.3176175574258,0,-37.7731855666934,0.0143975515343537,0,0.00599400599400599,0.999000999000999,0.867132867132867,0.945054945054945,0.271728271728272,23.7230759782557,0
