"","taxa","rank","trait","size","age","aic.w.bm","aic.w.ou","aic.w.eb","model.used","mv.modelad","sigsq.est","var.contrast","cor.constrast.var","cor.contrast.asr","cor.contrast.nh","ks.contrast"
"15",NA,NA,"sla",38,80.999562,"0.116178461182891","0.841082265646599","0.04273927317051","OU","10.8216636394436","0","0","0.633366633366633","0.351648351648352","0.17982017982018","0.875124875124875"
"16",NA,NA,"sla",54,70.940743,"0.547647504365755","0.250884918223287","0.201467577410958","BM","18.6232881677747","0","0","0.223776223776224","0.627372627372627","0.347652347652348","0.211788211788212"
"17",NA,NA,"sla",37,78.474374,"0.576116884765825","0.211941557617088","0.211941557617087","BM",NA,"0","0","0.911088911088911","0.253746253746254","0","0.843156843156843"
"18",NA,NA,"sla",25,70.964638,"0.563855409850324","0.228714034747444","0.207430555402232","BM","7.98491285215781","0","0.003996003996004","0.583416583416583","0.931068931068931","0.731268731268731","0.705294705294705"
"19",NA,NA,"sla",93,82.105497,"0.521904781524552","0.286097694626553","0.191997523848895","BM","31.7252326260217","0","0","0.733266733266733","0.627372627372627","0.227772227772228","0.363636363636364"
"20",NA,NA,"sla",144,89.277087,"0.304278204818814","0.583785994540904","0.111935800640283","OU","40.7655836726366","0","0","0.293706293706294","0.18981018981019","0.40959040959041","0.873126873126873"
"21",NA,NA,"sla",134,72.048797,"0.406212920733959","0.444350824212047","0.149436255053994","OU","50.4295353606541","0","0","0.0679320679320679","0.0899100899100899","0.0779220779220779","0.371628371628372"
"22",NA,NA,"sla",131,89.46094,"0.00494663309512373","0.993233627857551","0.00181973904732517","OU","43.5556998913566","0","0","0.131868131868132","0.143856143856144","0.167832167832168","0.0739260739260739"
"23",NA,NA,"sla",97,92.447881,"0.377252171045847","0.4839662400346","0.138781588919552","OU","23.2040648400359","0","0","0.549450549450549","0.253746253746254","0.1998001998002","0.775224775224775"
"24",NA,NA,"sla",36,91.355929,"0.493260107507716","0.325280914585016","0.181458977907268","BM","12.2755261013118","0","0","0.501498501498502","0.517482517482518","0.533466533466533","0.24975024975025"
"25",NA,NA,"sla",60,81.06615,"0.138854072240714","0.81006499775764","0.0510809300016461","OU","14.6402237864528","0","0","0.973026973026973","0.725274725274725","0.681318681318681","0.687312687312687"
"26",NA,NA,"sla",216,83.663674,"1.77340254371301e-16","1","6.52379727165926e-17","OU","65.3909742365455","0","0","0.011988011988012","0","0.25974025974026","0.521478521478521"
"27",NA,NA,"sla",285,79.136668,"1.96123255100117e-05","0.999973172921004","7.21475348647804e-06","OU","75.6996146881322","0","0","0.047952047952048","0.155844155844156","0.023976023976024","0.123876123876124"
"28",NA,NA,"sla",29,32.55784,"0.559007022071684","0.235346087286074","0.205646890642242","BM","7.5046006884011","0","0.011988011988012","0.421578421578422","0.2997002997003","0.711288711288711","0.547452547452547"
"29",NA,NA,"sla",96,29.681504,"0.483767999389523","0.338264048332264","0.177967952278214","BM","29.1535362126502","0","0","0.969030969030969","0.593406593406593","0.24975024975025","0.881118881118881"
"30",NA,NA,"sla",153,19.128621,"4.82027379008735e-11","0.999999999934065","1.77327221426696e-11","OU","50.900788023589","0","0","0.041958041958042","0.003996003996004","0.44955044955045","0.443556443556444"
"31",NA,NA,"sla",23,19.857928,"0.500271632529073","0.315688799062087","0.18403956840884","BM","11.4312703513268","0","0.011988011988012","0.913086913086913","0.231768231768232","0.717282717282717","0.12987012987013"
"32",NA,NA,"sla",47,40.425032,"0.546467386175472","0.252498740917909","0.201033872906619","BM","16.5584301217575","0","0","0.163836163836164","0.717282717282717","0.263736263736264","0.657342657342657"
"33",NA,NA,"sla",82,34.75492,"3.36952012778119e-11","0.969856489070133","0.0301435108961719","OU","26.810465534482","0","0","0.663336663336663","0.595404595404595","0.901098901098901","0.685314685314685"
"34",NA,NA,"sla",34,33.640184,"0.576116884765823","0.211941557617091","0.211941557617086","BM",NA,"0","0","0.811188811188811","0.165834165834166","0","0.823176823176823"
"35",NA,NA,"sla",47,40.409995,"0.345656090430326","0.527184350778454","0.12715955879122","OU","17.3918038948528","0","0","0.613386613386613","0.579420579420579","0.671328671328671","0.649350649350649"
"36",NA,NA,"sla",28,40.509867,"0.0487500145968783","0.0179339882323847","0.933315997170737","EB","14.8577868397174","0","0","0.517482517482518","0.107892107892108","0.131868131868132","0.859140859140859"
"37",NA,NA,"sla",21,42.552446,"0.0391902841418626","0.484732971245429","0.476076744612709","OU","10.1328086882743","0","0","0.36963036963037","0.153846153846154","0.415584415584416","0.341658341658342"
"38",NA,NA,"sla",28,39.129596,"0.000109775367204324","0.611116303919931","0.388773920712864","OU","12.5664424830231","0.001998001998002","0.001998001998002","0.969030969030969","0.04995004995005","0.885114885114885","0.307692307692308"
"39",NA,NA,"sla",79,41.735591,"0.540944486074882","0.260053377801784","0.199002136123334","BM","33.6725427751547","0","0","0.341658341658342","0.125874125874126","0.31968031968032","0.357642357642358"
"40",NA,NA,"sla",22,35.34377,"0.302494517167235","0.433338687560008","0.264166795272757","OU","9.7673951573808","0","0","0.895104895104895","0.153846153846154","0.781218781218781","0.247752247752248"
"41",NA,NA,"sla",60,35.531691,"0.575489345171159","0.211710648130958","0.212800006697883","BM","24.1186432155375","0","0","0.421578421578422","0.315684315684316","0.275724275724276","0.18981018981019"
"42",NA,NA,"sla",33,38.449258,"0.000124231407882999","0.9998300666964","4.57018957172374e-05","OU","20.1022293064257","0","0.027972027972028","0.47952047952048","0.011988011988012","0.521478521478521","0.0679320679320679"
"43",NA,NA,"sla",25,35.04155,"0.563011088643186","0.229869026001413","0.207119885355401","BM","12.5584887552771","0.00799200799200799","0.02997002997003","0.367632367632368","0.417582417582418","0.693306693306693","0.013986013986014"
"44",NA,NA,"sla",47,35.320083,"0.394204100087095","0.460776793824406","0.1450191060885","OU","21.146287903436","0","0","0.715284715284715","0.021978021978022","0.541458541458541","0.331668331668332"
"45",NA,NA,"sla",196,40.862853,"1.25209187292243e-15","0.999999999999998","4.606104111605e-16","OU","69.1203532289228","0","0","0.047952047952048","0","0.283716283716284","0.475524475524476"
"46",NA,NA,"sla",24,22.082576,"0.45119125248513","0.38282490947283","0.16598383804204","BM","14.2358650477591","0","0","0.845154845154845","0.037962037962038","0.809190809190809","0.193806193806194"
"47",NA,NA,"sla",29,32.597785,"0.57002001261437","0.20969850593571","0.22028148144992","BM","8.44392308596547","0","0.031968031968032","0.663336663336663","0.961038961038961","0.4995004995005","0.527472527472527"
"48",NA,NA,"sla",155,42.760956,"0.0106732643704144","0.985400304449146","0.00392643118043988","OU","44.7647900589859","0","0","0.0999000999000999","0.051948051948052","0.033966033966034","0.31968031968032"
