"taxa","rank","trait","size","age","aic.bm","aic.ou","aic.eb","aicw.bm","aicw.ou","aicw.eb","m.sig.ml.bm","c.var.ml.bm","s.var.ml.bm","s.asr.ml.bm","s.hgt.ml.bm","d.cdf.ml.bm","mv.ml.bm","mean.diag.bm","m.sig.ml.ou","c.var.ml.ou","s.var.ml.ou","s.asr.ml.ou","s.hgt.ml.ou","d.cdf.ml.ou","mv.ml.ou","mean.diag.ou","m.sig.ml.eb","c.var.ml.eb","s.var.ml.eb","s.asr.ml.eb","s.hgt.ml.eb","d.cdf.ml.eb","mv.ml.eb","mean.diag.eb"
"random","timeslice","leaf_n",43,4.537493,-42.5559176231039,-48.8336344324141,-40.555664957484,0.0409075928563999,0.944045245814173,0.0150471613294271,0.0759240759240759,0.165834165834166,0.117882117882118,0.609390609390609,0.0999000999000999,0.955044955044955,8.3219677579685,962,0.945054945054945,0.333666333666334,0.143856143856144,0.883116883116883,0.48951048951049,0.957042957042957,3.7413294154804,527,0.0759240759240759,0.163836163836164,0.117882117882118,0.609390609390609,0.0979020979020979,0.955044955044955,8.31289258809761,962
"Poales","order","leaf_n",59,90.169528,7.83693782592601,-28.9012099691806,9.83970963202694,0.0000000105296167028598,0.999999985602119,0.00000000386826475182042,0,0,0.045954045954046,0.017982017982018,0.0939060939060939,0.115884115884116,113.853277254773,1000,0.885114885114885,0,0.00999000999000999,0.341658341658342,1.998001998002,0.015984015984016,NA,557,0,0,0.047952047952048,0.017982017982018,0.0939060939060939,0.115884115884116,113.85077538595,1000
"Myrtales","order","leaf_n",42,88.200516,-40.9875660470917,-38.9880824895314,-38.9875513232147,0.576086251621861,0.211985020276947,0.211928728101192,0.36963036963037,0.733266733266733,0.761238761238761,0.597402597402597,0.589410589410589,0,8.55750895330979,815,0.375624375624376,0.729270729270729,0.761238761238761,0.597402597402597,0.589410589410589,0,8.70373040137827,812,0.371628371628372,0.733266733266733,0.761238761238761,0.597402597402597,0.585414585414585,0,8.55152099765972,814
"Malvales","order","leaf_n",27,80.999558,-31.7320389469839,-31.7853237924093,-29.7336227859307,0.417506656573112,0.428779547159856,0.153713796267032,0.997002997002997,0.937062937062937,0.521478521478521,0.467532467532468,0.405594405594406,0.325674325674326,2.30248060524169,499,0.929070929070929,0.727272727272727,0.805194805194805,0.593406593406593,0.607392607392607,0.759240759240759,0.924921967443234,465,0.975024975024975,0.937062937062937,0.523476523476524,0.465534465534466,0.405594405594406,0.31968031968032,2.31207563293996,512
"Malpighiales","order","leaf_n",46,105.848039,-43.0584596648801,-41.6752046938983,-41.05355025802,0.535407017861332,0.26811064591683,0.196482336221838,0.537462537462537,0.36963036963037,0.737262737262737,0.591408591408591,0.27972027972028,0.657342657342657,2.96831623846346,731,0.827172827172827,0.325674325674326,0.901098901098901,0.617382617382617,0.583416583416583,0.535464535464535,2.06856882292015,586,0.525474525474525,0.36963036963037,0.745254745254745,0.589410589410589,0.283716283716284,0.667332667332667,2.99059176402163,737
"Fagales","order","leaf_n",84,82.105493,-87.8661426216069,-97.3898648738538,-85.8580228839542,0.00845095684692823,0.988452706145263,0.00309633700780863,0,0.00999000999000999,0,0.01998001998002,0.001998001998002,0.481518481518482,45.6500337464804,1000,0.323676323676324,0.00999000999000999,0,0.28971028971029,0.033966033966034,0.213786213786214,27.4615603925221,838,0,0.00999000999000999,0,0.01998001998002,0.001998001998002,0.471528471528472,45.5263482685562,1000
"Rosales","order","leaf_n",86,89.277084,-129.045105261123,-129.275025187444,-127.056490681955,0.401315002230691,0.450206615890982,0.148478381878327,0.321678321678322,0.0959040959040959,0.755244755244755,0,0.903096903096903,0.965034965034965,15.9012276574814,839,0.701298701298701,0.105894105894106,0.569430569430569,0.00799200799200799,0.863136863136863,0.751248751248751,10.8149019257314,649,0.361638361638362,0.0939060939060939,0.757242757242757,0,0.861138861138861,0.975024975024975,15.9351724462903,819
"Fabales","order","leaf_n",69,72.048793,-106.859949063294,-104.856599162869,-105.010591719151,0.566918288307983,0.208208551911096,0.22487315978092,0.971028971028971,0.963036963036963,0.723276723276723,0.533466533466533,0.827172827172827,0.605394605394605,0.979822740511845,486,0.969030969030969,0.959040959040959,0.725274725274725,0.535464535464535,0.801198801198801,0.619380619380619,0.988110399893875,515,0.893106893106893,0.977022977022977,0.711288711288711,0.557442557442557,0.953046953046953,0.481518481518482,1.02331550923932,553
"Caryophyllales","order","leaf_n",35,89.460934,-23.973867326434,-30.7550031518512,-21.9606018594939,0.0322079321469334,0.956021760564507,0.01177030728856,0.141858141858142,0.541458541458541,0.407592407592408,0.261738261738262,0.15984015984016,0.135864135864136,7.72746593703378,929,0.851148851148851,0.463536463536464,0.981018981018981,0.555444555444555,0.583416583416583,0.695304695304695,1.31694145348422,574,0.113886113886114,0.571428571428571,0.471528471528472,0.273726273726274,0.177822177822178,0.133866133866134,7.97121248532145,943
"Asterales","order","leaf_n",55,83.663672,-3.06554566539738,-36.2343772315372,-1.06426008362233,0.000000062730637714837,0.999999914206879,0.0000000230624828275565,0,0.175824175824176,0,0.305694305694306,0,0.293706293706294,46.365606122361,1000,0.929070929070929,0.441558441558442,0.0719280719280719,0.929070929070929,0.983016983016983,0.15984015984016,5.91187338192794,535,0,0.173826173826174,0,0.305694305694306,0,0.293706293706294,46.3390517194505,1000
"Gentianales","order","leaf_n",34,58.804913,-14.2418611422531,-24.385428191119,-12.2049388807981,0.00621814667950004,0.991536167932039,0.00224568538846047,0.18981018981019,0.187812187812188,0.011988011988012,0.025974025974026,0,0.707292707292707,18.5604752832535,905,0.815184815184815,0.795204795204795,0.613386613386613,0.211788211788212,0.271728271728272,0.217782217782218,4.28413454500832,592,0.17982017982018,0.18981018981019,0.011988011988012,0.025974025974026,0,0.707292707292707,18.6138451361776,910
"Salicaceae","family","leaf_n",22,78.474371,-41.2041177901778,-39.5809021981323,-39.6014481444767,0.528297463976535,0.234639831791229,0.237062704232236,0.713286713286713,0.425574425574426,0.549450549450549,0.527472527472527,0.793206793206793,0.363636363636364,2.48612452307976,357,0.967032967032967,0.569430569430569,0.529470529470529,0.615384615384615,0.553446553446553,0.341658341658342,2.0800622439559,516,0.959040959040959,0.47952047952048,0.495504495504495,0.617382617382617,0.587412587412587,0.377622377622378,2.11725722515703,520
"Fagaceae","family","leaf_n",46,40.409993,-37.9335002654405,-53.4139914471515,-35.9331562512402,0.000434706109414697,0.999405401954894,0.000159891935691649,0.041958041958042,0.0779220779220779,0,0.913086913086913,0.003996003996004,0.947052947052947,14.7525960553773,979,0.883116883116883,0.273726273726274,0.105894105894106,0.933066933066933,0.45954045954046,0.893106893106893,4.76429681539848,558,0.041958041958042,0.0779220779220779,0,0.913086913086913,0.003996003996004,0.943056943056943,14.7456792771183,979
"Betulaceae","family","leaf_n",21,27.279622,-45.3918365754698,-42.4747139008363,-45.4181052679239,0.445277290004139,0.103558417564552,0.451164292431308,0.787212787212787,0.755244755244755,0.465534465534466,0.367632367632368,0.677322677322677,0.471528471528472,1.88475508737831,394,0.793206793206793,0.403596403596404,0.163836163836164,0.44955044955045,1.998001998002,0.681318681318681,NA,603,0.701298701298701,0.745254745254745,0.771228771228771,0.307692307692308,0.2997002997003,0.315684315684316,3.80909420522154,351
"Rosaceae","family","leaf_n",49,82.294049,-70.7001221268601,-70.4355550340309,-68.7474696508789,0.443895003979306,0.388893104617806,0.167211891402888,0.425574425574426,0.015984015984016,0.905094905094905,0.001998001998002,0.767232767232767,0.749250749250749,26.4761908327144,787,0.663336663336663,0.015984015984016,0.417582417582418,0.00599400599400599,0.851148851148851,0.557442557442557,19.5787591369791,668,0.305694305694306,0.015984015984016,0.931068931068931,0.001998001998002,0.849150849150849,0.707292707292707,25.7758122022226,847
"Fabaceae","family","leaf_n",67,69.14253,-103.399412321718,-101.399680035159,-101.707305248065,0.556472582297347,0.204742226891636,0.238785190811017,0.943056943056943,0.917082917082917,0.757242757242757,0.509490509490509,0.607392607392607,0.375624375624376,1.97544940829999,528,0.957042957042957,0.917082917082917,0.755244755244755,0.507492507492508,0.629370629370629,0.37962037962038,1.95288777785949,521,0.851148851148851,0.963036963036963,0.787212787212787,0.521478521478521,0.859140859140859,0.297702297702298,1.75391434548678,574
"Asteraceae","family","leaf_n",53,45.743702,-4.61882817820354,-33.5432434781862,-2.61403303031934,0.000000523772521588734,0.999999284003759,0.000000192223719035753,0,0.211788211788212,0,0.38961038961039,0,0.355644355644356,43.5052972540862,1000,0.897102897102897,0.3996003996004,0.0679320679320679,0.953046953046953,0.959040959040959,0.227772227772228,6.31513126525004,551,0,0.1998001998002,0,0.381618381618382,0,0.347652347652348,43.1800741194958,1000
"random","timeslice","seed_mass",11100,234.540719,23401.4296212691,22393.9493027064,23131.4993687974,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000169210968434299,1,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000696687606141899,0,0,0,0,0,0,7934.89257597782,1000,0,0,0,0,0,0,6594.82631352299,1000,0,0,0,0,0,0,7644.17945554315,0
"random","timeslice","seed_mass",11062,188.283244,23288.970222482,22306.1778626131,23291.0833597152,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000038846386436392,1,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013504817081661,0,0,0,0,0,0,8742.72643521024,1000,0,0,0,0,0,0,7582.55901798336,1000,0,0,0,0,0,0,8742.54048201951,1000
"random","timeslice","seed_mass",33,96.478688,62.1569157870676,48.8915638623654,64.1569686947933,0.00131426812424868,0.998202252442721,0.000483479433030262,0.477522477522478,0.001998001998002,0.015984015984016,0.0959040959040959,0.001998001998002,0.713286713286713,18.5554035550548,761,0.841158841158841,0.111888111888112,0.957042957042957,0.825174825174825,0.763236763236763,0.567432567432567,3.07282477967476,579,0.475524475524476,0.001998001998002,0.015984015984016,0.0959040959040959,0.001998001998002,0.713286713286713,18.5558655926529,762
"random","timeslice","seed_mass",23,140.998137,51.2426906682729,52.5945690459297,53.2426922717554,0.532890651179014,0.271069991032674,0.196039357788312,0.691308691308691,0.965034965034965,0.593406593406593,0.431568431568432,0.699300699300699,0.125874125874126,3.38781167634795,654,0.765234765234765,0.971028971028971,0.861138861138861,0.635364635364635,0.895104895104895,0.031968031968032,4.78446512437737,617,0.691308691308691,0.965034965034965,0.593406593406593,0.431568431568432,0.699300699300699,0.125874125874126,3.38782838340132,654
"random","timeslice","seed_mass",1786,137.533978,3662.53688421113,3486.97714261787,3664.53697241915,0.00000000000000000000000000000000000000754547337241519,1,0.00000000000000000000000000000000000000277570210533787,0,0,0,0,0,0,1776.32271056559,1000,0,0,0,0.00599400599400599,0,0,1527.48854440684,1000,0,0,0,0,0,0,1776.33444252192,1000
"random","timeslice","seed_mass",33,122.157858,90.3015428521178,82.6705764593547,92.3020367885885,0.0213828383499762,0.970752797515164,0.0078643641348595,0.767232767232767,0.24975024975025,0.00999000999000999,0.793206793206793,0.027972027972028,0.371628371628372,8.90046369072546,616,0.877122877122877,0.913086913086913,0.0899100899100899,0.985014985014985,0.969030969030969,0.237762237762238,5.94315883223467,561,0.767232767232767,0.24975024975025,0.00999000999000999,0.793206793206793,0.027972027972028,0.371628371628372,8.90074241909936,616
"random","timeslice","seed_mass",144,137.914322,370.3317162622,351.777821478102,372.33173117711,0.000093544307462023,0.999872042921617,0.0000344127709212429,0.00799200799200799,0,0,0,0,0.0599400599400599,142.171953471995,996,0.0579420579420579,0,0,0.043956043956044,0.00599400599400599,0.04995004995005,98.988995960059,971,0.00799200799200799,0,0,0,0,0.0599400599400599,142.17240865019,996
"random","timeslice","seed_mass",9042,136.900468,18966.1983950547,18170.1003674549,18968.1979807046,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000134744106742726,1,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000495798573335803,0,0,0,0,0,0,6165.1246627059,1000,0,0,0,0,0,0,5191.54423909886,1000,0,0,0,0,0,0,6165.04189197361,1000
"random","timeslice","seed_mass",70,80.587887,33.9069241838509,35.9134299531064,35.3163115099107,0.537361487566709,0.197042244456356,0.265596267976935,0.957042957042957,0.023976023976024,0.833166833166833,0.237762237762238,0.729270729270729,0.833166833166833,8.36839640219021,521,0.967032967032967,0.023976023976024,0.831168831168831,0.23976023976024,0.729270729270729,0.831168831168831,8.35710771010327,516,0.815184815184815,0.033966033966034,0.611388611388611,0.195804195804196,0.995004995004995,0.873126873126873,7.82278572760065,592
"random","timeslice","seed_mass",112,54.836678,165.836981670041,157.664681634186,167.836995555035,0.0164262376724982,0.977530929144491,0.00604283318301116,0.107892107892108,0,0,0.00999000999000999,0.001998001998002,0.511488511488511,40.9822895273778,946,0.333666333666334,0,0.00799200799200799,0.151848151848152,0.041958041958042,0.545454545454545,28.8393505698993,833,0.107892107892108,0,0,0.00999000999000999,0.001998001998002,0.511488511488511,40.9848073374656,946
"random","timeslice","seed_mass",204,78.292852,232.035414937397,232.304817755119,234.036034430883,0.446081594859801,0.389864980191021,0.164053424949177,0.173826173826174,0.015984015984016,0.001998001998002,0.193806193806194,0.023976023976024,0.187812187812188,21.987972702425,913,0.28971028971029,0.015984015984016,0.003996003996004,0.227772227772228,0.155844155844156,0.175824175824176,19.4851536743466,855,0.177822177822178,0.015984015984016,0.001998001998002,0.193806193806194,0.023976023976024,0.187812187812188,21.9831252423156,911
"random","timeslice","seed_mass",23,92.173209,54.2450582076258,37.8154108559811,56.2452941486776,0.000270512091402027,0.999629983810826,0.0000995040977719256,0.593406593406593,0,0.00999000999000999,0,0.003996003996004,0.699300699300699,44.7157183811054,703,0.853146853146853,0.0859140859140859,0.929070929070929,0.3996003996004,0.301698301698302,0.33966033966034,5.5133068940195,573,0.595404595404595,0,0.00999000999000999,0,0.003996003996004,0.699300699300699,44.7126364151847,702
"random","timeslice","seed_mass",21,78.827623,15.6198754056588,17.6201439494087,16.5031125377179,0.497308344102067,0.182924952392779,0.319766703505154,0.997002997002997,0.0899100899100899,0.827172827172827,0.745254745254745,0.197802197802198,0.001998001998002,18.2566398370415,499,0.997002997002997,0.0899100899100899,0.825174825174825,0.745254745254745,0.197802197802198,0.001998001998002,18.2666529666819,499,0.937062937062937,0.125874125874126,0.927072927072927,0.763236763236763,0.683316683316683,0.001998001998002,12.6146735099302,531
"random","timeslice","seed_mass",31,65.000546,157.221360554739,92.0408796690669,159.221355921953,0.00000000000000701840477421767,0.99999999999999,0.00000000000000258193280701835,0.0639360639360639,0,0,0,0,0.033966033966034,589.402007335,968,0.895104895104895,0.0579420579420579,0.0999000999000999,0.563436563436563,0.125874125874126,0.661338661338661,11.5248560660331,552,0.0639360639360639,0,0,0,0,0.033966033966034,589.38915760911,968
"random","timeslice","seed_mass",1199,90.169528,2064.04480318458,1906.37870981924,2066.04482307003,0.0000000000000000000000000000000000579752772355432,1,0.0000000000000000000000000000000000213277005346458,0,0,0,0.00599400599400599,0,0,731.75628244775,1000,0,0,0,0.20979020979021,0,0,512.477444483513,1000,0,0,0,0.00599400599400599,0,0,731.837257618062,1000
"random","timeslice","seed_mass",23,27.032269,55.9774033093952,55.5812606294394,57.9774093820599,0.386558931283181,0.471234416883848,0.142206651832971,0.831168831168831,0.557442557442557,0.367632367632368,0.423576423576424,0.317682317682318,0.0979020979020979,4.06010378258968,584,0.877122877122877,0.961038961038961,0.729270729270729,0.505494505494505,0.669330669330669,0.155844155844156,3.21474263402777,561,0.831168831168831,0.557442557442557,0.367632367632368,0.423576423576424,0.317682317682318,0.0979020979020979,4.06060847506019,584
"random","timeslice","seed_mass",54,90.236331,164.286154110371,131.852267974753,166.286185477944,0.0000000905880807392085,0.999999876086949,0.0000000333249698533202,0,0,0,0.043956043956044,0,0.033966033966034,93.5097852091562,1000,0.861138861138861,0,0,0.257742257742258,1.998001998002,0.621378621378621,NA,569,0,0,0,0.043956043956044,0,0.031968031968032,93.5154812141637,1000
"random","timeslice","seed_mass",35,92.289107,69.9356372773929,69.9433716862169,71.9362689226997,0.423029105771559,0.421396324930847,0.155574569297594,0.535464535464535,0.00999000999000999,0.117882117882118,0.523476523476524,0.45954045954046,0.733266733266733,17.1978684765155,732,0.709290709290709,0.013986013986014,0.227772227772228,0.765234765234765,0.753246753246753,0.923076923076923,13.4102654506171,645,0.533466533466533,0.00999000999000999,0.117882117882118,0.523476523476524,0.45954045954046,0.733266733266733,17.2055043498325,733
